Country,Year,Value,hash
ROU,2004,64,809270
ROU,2005,62.5,809270
ROU,2006,63.6,809270
ROU,2007,63.8,809270
ROU,2008,64.1,809270
ROU,2009,64.1,809270
ROU,2010,64.5,809270
ROU,2011,63.7,809270
ROU,2012,64.7,809270
RUS,1995,69.9,3fd52e
RUS,1996,68.4,3fd52e
RUS,1997,66.4,3fd52e
RUS,1998,65.2,3fd52e
RUS,1999,68.6,3fd52e
RUS,2000,68.4,3fd52e
RUS,2001,67.1,3fd52e
RUS,2002,67.3,3fd52e
RUS,2003,68,3fd52e
RUS,2004,68.4,3fd52e
RUS,2005,68.7,3fd52e
RUS,2006,68.8,3fd52e
RUS,2007,70,3fd52e
RUS,2008,70.8,3fd52e
RUS,2009,70.7,3fd52e
RUS,2010,70.8,3fd52e
RUS,2011,71.2,3fd52e
RUS,2012,71.4,3fd52e
RWA,1995,88.3,9ead5a
RWA,1996,88,9ead5a
RWA,1997,87.3,9ead5a
RWA,1998,86.6,9ead5a
RWA,1999,85.8,9ead5a
RWA,2000,85,9ead5a
RWA,2001,84.2,9ead5a
RWA,2002,84,9ead5a
RWA,2003,83.8,9ead5a
RWA,2004,83.8,9ead5a
RWA,2005,83.9,9ead5a
RWA,2006,84.1,9ead5a
RWA,2007,84.5,9ead5a
RWA,2008,85,9ead5a
RWA,2009,85.3,9ead5a
RWA,2010,85.6,9ead5a
RWA,2011,85.6,9ead5a
RWA,2012,85.5,9ead5a
SAE,1995,84.1725,c2bfd0
SAE,1996,84.0267,c2bfd0
SAE,1997,83.7948,c2bfd0
SAE,1998,83.6115,c2bfd0
SAE,1999,83.413,c2bfd0
SAE,2000,83.2222,c2bfd0
SAE,2001,83.2513,c2bfd0
SAE,2002,83.2778,c2bfd0
SAE,2003,83.3379,c2bfd0
SAE,2004,83.3783,c2bfd0
SAE,2005,83.5056,c2bfd0
SAE,2006,83.1823,c2bfd0
SAE,2007,82.6845,c2bfd0
SAE,2008,82.2294,c2bfd0
SAE,2009,81.813,c2bfd0
SAE,2010,81.3858,c2bfd0
SAE,2011,81.3798,c2bfd0
SAE,2012,81.4475,c2bfd0
SAM,1995,81.3,64cd61
SAM,1996,81.3,64cd61
SAM,1997,81.3,64cd61
SAM,1998,81.3,64cd61
SAM,1999,81.4,64cd61
SAM,2000,80.7,64cd61
SAM,2001,80.7,64cd61
SAM,2002,80.7,64cd61
SAM,2003,80.7,64cd61
SAM,2004,80.7,64cd61
SAM,2005,80.7,64cd61
SAM,2006,80.6,64cd61
SAM,2007,80.5,64cd61
SAM,2008,80.4,64cd61
SAM,2009,80.3,64cd61
SAM,2010,80.1,64cd61
SAM,2011,79.9,64cd61
SAM,2012,79.7,64cd61
SAU,1995,78.2,6ab8da
SAU,1996,77,6ab8da
SAU,1997,75.6,6ab8da
SAU,1998,74,6ab8da
SAU,1999,72.5,6ab8da
SAU,2000,74.2,6ab8da
SAU,2001,73.8,6ab8da
SAU,2002,73.8,6ab8da
SAU,2003,74,6ab8da
SAU,2004,74.1,6ab8da
SAU,2005,74.1,6ab8da
SAU,2006,74,6ab8da
SAU,2007,74.6,6ab8da
SAU,2008,74.8,6ab8da
SAU,2009,74.8,6ab8da
SAU,2010,75.1,6ab8da
SAU,2011,75.4,6ab8da
SAU,2012,75.5,6ab8da
SDN,1995,75.1,666295
SDN,1996,74.8,666295
SDN,1997,74.8,666295
SDN,1998,74.9,666295
SDN,1999,75,666295
SDN,2000,75.1,666295
SDN,2001,75.2,666295
SDN,2002,75.4,666295
SDN,2003,75.5,666295
SDN,2004,75.6,666295
SDN,2005,75.7,666295
SDN,2006,75.8,666295
SDN,2007,75.8,666295
SDN,2008,75.9,666295
SDN,2009,75.9,666295
SDN,2010,76,666295
SDN,2011,76,666295
SDN,2012,76,666295
SEN,1995,88.5,21ab15
SEN,1996,88.3,21ab15
SEN,1997,88.2,21ab15
SEN,1998,88.2,21ab15
SEN,1999,88.2,21ab15
SEN,2000,88.1,21ab15
SEN,2001,88,21ab15
SEN,2002,87.9,21ab15
SEN,2003,87.9,21ab15
SEN,2004,87.9,21ab15
SEN,2005,87.9,21ab15
SEN,2006,87.9,21ab15
SEN,2007,87.9,21ab15
SEN,2008,87.9,21ab15
SEN,2009,87.9,21ab15
SEN,2010,87.9,21ab15
SEN,2011,87.9,21ab15
SEN,2012,88,21ab15
SGP,1995,78.9,ec8a06
SGP,1996,80,ec8a06
SGP,1997,79.2,ec8a06
SGP,1998,78.5,ec8a06
SGP,1999,78.6,ec8a06
SGP,2000,78.4,ec8a06
SGP,2001,78,ec8a06
SGP,2002,77.2,ec8a06
SGP,2003,76.6,ec8a06
SGP,2004,76.1,ec8a06
SGP,2005,76.7,ec8a06
SGP,2006,77.4,ec8a06
SGP,2007,77.7,ec8a06
SGP,2008,77.3,ec8a06
SGP,2009,77.7,ec8a06
SGP,2010,77.5,ec8a06
SGP,2011,77.3,ec8a06
SGP,2012,77.5,ec8a06
SLB,1995,77.3,ce4bc3
SLB,1996,77.5,ce4bc3
SLB,1997,77.8,ce4bc3
SLB,1998,78.1,ce4bc3
SLB,1999,78.3,ce4bc3
SLB,2000,78.6,ce4bc3
SLB,2001,78.8,ce4bc3
SLB,2002,78.9,ce4bc3
SLB,2003,79,ce4bc3
SLB,2004,79,ce4bc3
SLB,2005,79.1,ce4bc3
SLB,2006,79.2,ce4bc3
SLB,2007,79.2,ce4bc3
SLB,2008,79.3,ce4bc3
SLB,2009,79.3,ce4bc3
SLB,2010,79.3,ce4bc3
SLB,2011,79.3,ce4bc3
SLB,2012,79.1,ce4bc3
SLE,1995,63.8,d0cd3b
SLE,1996,63.9,d0cd3b
SLE,1997,62.7,d0cd3b
SLE,1998,62.6,d0cd3b
SLE,1999,62,d0cd3b
SLE,2000,62.1,d0cd3b
SLE,2001,63,d0cd3b
SLE,2002,64.3,d0cd3b
SLE,2003,64.8,d0cd3b
SLE,2004,66.6,d0cd3b
SLE,2005,67,d0cd3b
SLE,2006,67.3,d0cd3b
SLE,2007,67.7,d0cd3b
SLE,2008,68,d0cd3b
SLE,2009,68.3,d0cd3b
SLE,2010,68.6,d0cd3b
SLE,2011,68.8,d0cd3b
SLE,2012,68.9,d0cd3b
SLV,1995,83,015eea
SLV,1996,81.2,015eea
SLV,1997,80.7,015eea
SLV,1998,80.8,015eea
SLV,1999,79.6,015eea
SLV,2000,78.7,015eea
SLV,2001,77.7,015eea
SLV,2002,76.7,015eea
SLV,2003,78.4,015eea
SLV,2004,77.4,015eea
SLV,2005,77.7,015eea
SLV,2006,77.9,015eea
SLV,2007,78.6,015eea
SLV,2008,79.4,015eea
SLV,2009,79.3,015eea
SLV,2010,79.2,015eea
SLV,2011,79.1,015eea
SLV,2012,79,015eea
SOM,1995,77.8,d629bb
SOM,1996,77.7,d629bb
SOM,1997,77.6,d629bb
SOM,1998,77.5,d629bb
SOM,1999,77.4,d629bb
SOM,2000,77.2,d629bb
SOM,2001,77.1,d629bb
SOM,2002,77,d629bb
SOM,2003,76.8,d629bb
SOM,2004,76.7,d629bb
SOM,2005,76.5,d629bb
SOM,2006,76.4,d629bb
SOM,2007,76.2,d629bb
SOM,2008,76.1,d629bb
SOM,2009,75.9,d629bb
SOM,2010,75.8,d629bb
SOM,2011,75.7,d629bb
SOM,2012,75.6,d629bb
SRB,1995,66.2,a9c332
SRB,1996,65.8,a9c332
SRB,1997,65.6,a9c332
SRB,1998,65.3,a9c332
SRB,1999,65.1,a9c332
SRB,2000,64.9,a9c332
SRB,2001,64.7,a9c332
SRB,2002,64.6,a9c332
SRB,2003,64.4,a9c332
SRB,2004,64.3,a9c332
SRB,2005,64.2,a9c332
SRB,2006,64.1,a9c332
SRB,2007,63.8,a9c332
SRB,2008,63.5,a9c332
SRB,2009,61.4,a9c332
SRB,2010,60.4,a9c332
SRB,2011,60.6,a9c332
SRB,2012,60.8,a9c332
SSE,1995,77.8982,3e1864
SSE,1996,77.677,3e1864
SSE,1997,77.3972,3e1864
SSE,1998,77.1307,3e1864
SSE,1999,76.8883,3e1864
SSE,2000,76.7017,3e1864
SSE,2001,76.4542,3e1864
SSE,2002,76.2674,3e1864
SSE,2003,75.9205,3e1864
SSE,2004,75.5402,3e1864
SSE,2005,75.597,3e1864
SSE,2006,75.6374,3e1864
SSE,2007,75.6346,3e1864
SSE,2008,75.8129,3e1864
SSE,2009,75.7664,3e1864
SSE,2010,75.7504,3e1864
SSE,2011,75.7285,3e1864
SSE,2012,75.8096,3e1864
SSM,1995,80,62eb62
SSM,1996,79.9,62eb62
SSM,1997,79.8,62eb62
SSM,1998,79.7,62eb62
SSM,1999,79.7,62eb62
SSM,2000,79.9,62eb62
SSM,2001,79.5,62eb62
SSM,2002,79,62eb62
SSM,2003,78.8,62eb62
SSM,2004,78.8,62eb62
SSM,2005,78.7,62eb62
SSM,2006,78.9,62eb62
SSM,2007,78.8,62eb62
SSM,2008,78.8,62eb62
SSM,2009,79.2,62eb62
SSM,2010,79.2,62eb62
SSM,2011,79.2,62eb62
SSM,2012,79.2,62eb62
STP,1995,75.8,25c3bd
STP,1996,75.3,25c3bd
STP,1997,74.7,25c3bd
STP,1998,74.1,25c3bd
STP,1999,73.6,25c3bd
STP,2000,73.3,25c3bd
STP,2001,73.4,25c3bd
STP,2002,73.6,25c3bd
STP,2003,74,25c3bd
STP,2004,74.5,25c3bd
STP,2005,74.9,25c3bd
STP,2006,75.3,25c3bd
STP,2007,75.7,25c3bd
STP,2008,76.1,25c3bd
STP,2009,76.4,25c3bd
STP,2010,76.7,25c3bd
STP,2011,77.1,25c3bd
STP,2012,77.5,25c3bd
SUR,1995,67.2,00ff2f
SUR,1996,67.4,00ff2f
SUR,1997,67.3,00ff2f
SUR,1998,66.9,00ff2f
SUR,1999,66.2,00ff2f
SUR,2000,66.3,00ff2f
SUR,2001,66.4,00ff2f
SUR,2002,66.6,00ff2f
SUR,2003,66.8,00ff2f
SUR,2004,67.1,00ff2f
SUR,2005,67.3,00ff2f
SUR,2006,67.6,00ff2f
SUR,2007,68,00ff2f
SUR,2008,68.3,00ff2f
SUR,2009,68.5,00ff2f
SUR,2010,68.7,00ff2f
SUR,2011,68.8,00ff2f
SUR,2012,68.8,00ff2f
SVK,1995,68.9,0f24c0
SVK,1996,68.7,0f24c0
SVK,1997,68.1,0f24c0
SVK,1998,68.2,0f24c0
SVK,1999,68.2,0f24c0
SVK,2000,68.1,0f24c0
SVK,2001,68.8,0f24c0
SVK,2002,68.4,0f24c0
SVK,2003,68.7,0f24c0
SVK,2004,68.5,0f24c0
SVK,2005,68.4,0f24c0
SVK,2006,68.2,0f24c0
SVK,2007,67.8,0f24c0
SVK,2008,68.4,0f24c0
SVK,2009,68.2,0f24c0
SVK,2010,67.9,0f24c0
SVK,2011,68.3,0f24c0
SVK,2012,68.7,0f24c0
SVN,1995,66.3,235562
SVN,1996,64.5,235562
SVN,1997,64.7,235562
SVN,1998,66.1,235562
SVN,1999,65,235562
SVN,2000,64,235562
SVN,2001,64.6,235562
SVN,2002,64.3,235562
SVN,2003,63.5,235562
SVN,2004,66,235562
SVN,2005,66,235562
SVN,2006,65.7,235562
SVN,2007,66.5,235562
SVN,2008,65.7,235562
SVN,2009,65.7,235562
SVN,2010,65.6,235562
SVN,2011,64.1,235562
SVN,2012,63.5,235562
SWE,1995,67.6,a771b0
SWE,1996,67.5,a771b0
SWE,1997,66.8,a771b0
SWE,1998,66.7,a771b0
SWE,1999,66.8,a771b0
SWE,2000,67.9,a771b0
SWE,2001,67.5,a771b0
SWE,2002,67.4,a771b0
SWE,2003,67.4,a771b0
SWE,2004,66.8,a771b0
SWE,2005,68.1,a771b0
SWE,2006,68.4,a771b0
SWE,2007,68.2,a771b0
SWE,2008,68.2,a771b0
SWE,2009,67.6,a771b0
SWE,2010,68.1,a771b0
SWE,2011,68.1,a771b0
SWE,2012,68.1,a771b0
SWZ,1995,73.2,fef338
SWZ,1996,73,fef338
SWZ,1997,72.7,fef338
SWZ,1998,72.3,fef338
SWZ,1999,72,fef338
SWZ,2000,71.7,fef338
SWZ,2001,71.5,fef338
SWZ,2002,71.3,fef338
SWZ,2003,71.1,fef338
SWZ,2004,70.9,fef338
SWZ,2005,70.8,fef338
SWZ,2006,70.7,fef338
SWZ,2007,70.6,fef338
SWZ,2008,70.6,fef338
SWZ,2009,70.6,fef338
SWZ,2010,70.7,fef338
SWZ,2011,70.9,fef338
SWZ,2012,71.3,fef338
SYR,1995,82.1,311351
SYR,1996,81.8,311351
SYR,1997,81.5,311351
SYR,1998,81.2,311351
SYR,1999,80.8,311351
SYR,2000,80.5,311351
SYR,2001,79.8,311351
SYR,2002,79.1,311351
SYR,2003,78.1,311351
SYR,2004,77.1,311351
SYR,2005,76.1,311351
SYR,2006,75.4,311351
SYR,2007,74.7,311351
SYR,2008,74,311351
SYR,2009,72.5,311351
SYR,2010,72.7,311351
SYR,2011,72.8,311351
SYR,2012,72.7,311351
TCD,1995,80,3a05da
TCD,1996,79.9,3a05da
TCD,1997,79.8,3a05da
TCD,1998,79.8,3a05da
TCD,1999,79.7,3a05da
TCD,2000,79.6,3a05da
TCD,2001,79.5,3a05da
TCD,2002,79.5,3a05da
TCD,2003,79.4,3a05da
TCD,2004,79.4,3a05da
TCD,2005,79.4,3a05da
TCD,2006,79.3,3a05da
TCD,2007,79.3,3a05da
TCD,2008,79.3,3a05da
TCD,2009,79.2,3a05da
TCD,2010,79.2,3a05da
TCD,2011,79.2,3a05da
TCD,2012,79.2,3a05da
TGO,1995,82.9,b104ae
TGO,1996,82.6,b104ae
TGO,1997,82.3,b104ae
TGO,1998,82,b104ae
TGO,1999,81.8,b104ae
TGO,2000,81.5,b104ae
TGO,2001,81.3,b104ae
TGO,2002,81,b104ae
TGO,2003,80.8,b104ae
TGO,2004,80.6,b104ae
TGO,2005,80.4,b104ae
TGO,2006,80.2,b104ae
TGO,2007,80.4,b104ae
TGO,2008,80.6,b104ae
TGO,2009,80.8,b104ae
TGO,2010,81,b104ae
TGO,2011,81.1,b104ae
TGO,2012,81.2,b104ae
THA,1995,82.7,e3a911
THA,1996,82.2,e3a911
THA,1997,81.9,e3a911
THA,1998,81.4,e3a911
THA,1999,80.3,e3a911
THA,2000,80.7,e3a911
THA,2001,81.4,e3a911
THA,2002,81.2,e3a911
THA,2003,80.9,e3a911
THA,2004,81.6,e3a911
THA,2005,81.2,e3a911
THA,2006,81,e3a911
THA,2007,81.6,e3a911
THA,2008,81.5,e3a911
THA,2009,81.4,e3a911
THA,2010,80.9,e3a911
THA,2011,80.9,e3a911
THA,2012,80.8,e3a911
TJK,1995,75.6,fb9e09
TJK,1996,75.5,fb9e09
TJK,1997,75.4,fb9e09
TJK,1998,75.2,fb9e09
TJK,1999,75.1,fb9e09
TJK,2000,74.9,fb9e09
TJK,2001,74.8,fb9e09
TJK,2002,74.7,fb9e09
TJK,2003,74.6,fb9e09
TJK,2004,74.6,fb9e09
TJK,2005,74.7,fb9e09
TJK,2006,74.9,fb9e09
TJK,2007,75.2,fb9e09
TJK,2008,75.6,fb9e09
TJK,2009,76,fb9e09
TJK,2010,76.3,fb9e09
TJK,2011,76.6,fb9e09
TJK,2012,76.9,fb9e09
TKM,1995,73.7,9539fc
TKM,1996,73.4,9539fc
TKM,1997,72.8,9539fc
TKM,1998,73,9539fc
TKM,1999,73.5,9539fc
TKM,2000,74,9539fc
TKM,2001,74.3,9539fc
TKM,2002,74.5,9539fc
TKM,2003,74.6,9539fc
TKM,2004,74.7,9539fc
TKM,2005,74.8,9539fc
TKM,2006,74.9,9539fc
TKM,2007,75.1,9539fc
TKM,2008,75.2,9539fc
TKM,2009,75.5,9539fc
TKM,2010,75.7,9539fc
TKM,2011,76.1,9539fc
TKM,2012,76.5,9539fc
TLS,1995,79.8,d91e18
TLS,1996,79,d91e18
TLS,1997,78.1,d91e18
TLS,1998,77.6,d91e18
TLS,1999,76.2,d91e18
TLS,2000,74,d91e18
TLS,2001,75.5,d91e18
TLS,2002,73.1,d91e18
TLS,2003,70.9,d91e18
TLS,2004,68.5,d91e18
TLS,2005,65.9,d91e18
TLS,2006,63.2,d91e18
TLS,2007,60.3,d91e18
TLS,2008,57.5,d91e18
TLS,2009,54.6,d91e18
TLS,2010,51.8,d91e18
TLS,2011,51.5,d91e18
TLS,2012,51.1,d91e18
TON,1995,75,712109
TON,1996,74.8,712109
TON,1997,74.4,712109
TON,1998,73.8,712109
TON,1999,73.4,712109
TON,2000,73.3,712109
TON,2001,73.3,712109
TON,2002,73.7,712109
TON,2003,74.2,712109
TON,2004,74.7,712109
TON,2005,75.2,712109
TON,2006,75.4,712109
TON,2007,75.6,712109
TON,2008,75.4,712109
TON,2009,75.4,712109
TON,2010,75.2,712109
TON,2011,75,712109
TON,2012,74.8,712109
TTO,1995,75.9,595148
TTO,1996,75.5,595148
TTO,1997,75.9,595148
TTO,1998,76.2,595148
TTO,1999,76.1,595148
TTO,2000,76.3,595148
TTO,2001,75.8,595148
TTO,2002,75.3,595148
TTO,2003,75.6,595148
TTO,2004,75.9,595148
TTO,2005,76.2,595148
TTO,2006,75.9,595148
TTO,2007,76.7,595148
TTO,2008,75.8,595148
TTO,2009,75.7,595148
TTO,2010,75.4,595148
TTO,2011,75.5,595148
TTO,2012,75.5,595148
TUN,1995,74.3,c8d9ed
TUN,1996,74,c8d9ed
TUN,1997,73.6,c8d9ed
TUN,1998,73,c8d9ed
TUN,1999,72.4,c8d9ed
TUN,2000,71.8,c8d9ed
TUN,2001,71.1,c8d9ed
TUN,2002,70.5,c8d9ed
TUN,2003,69.8,c8d9ed
TUN,2004,69.1,c8d9ed
TUN,2005,68.4,c8d9ed
TUN,2006,68.8,c8d9ed
TUN,2007,69,c8d9ed
TUN,2008,69.4,c8d9ed
TUN,2009,69.8,c8d9ed
TUN,2010,70.1,c8d9ed
TUN,2011,70.4,c8d9ed
TUN,2012,70.6,c8d9ed
TUR,1995,77.4,29bfd7
TUR,1996,76.9,29bfd7
TUR,1997,76.1,29bfd7
TUR,1998,76,29bfd7
TUR,1999,75,29bfd7
TUR,2000,72.7,29bfd7
TUR,2001,71.7,29bfd7
TUR,2002,70.3,29bfd7
TUR,2003,69,29bfd7
TUR,2004,70,29bfd7
TUR,2005,70.3,29bfd7
TUR,2006,69.6,29bfd7
TUR,2007,69.5,29bfd7
TUR,2008,70,29bfd7
TUR,2009,70.5,29bfd7
TUR,2010,70.7,29bfd7
TUR,2011,71.5,29bfd7
TUR,2012,70.8,29bfd7
TZA,1995,91,e7b8a3
TZA,1996,90.9,e7b8a3
TZA,1997,90.9,e7b8a3
TZA,1998,90.8,e7b8a3
TZA,1999,90.8,e7b8a3
TZA,2000,90.8,e7b8a3
TZA,2001,90.8,e7b8a3
TZA,2002,90.8,e7b8a3
TZA,2003,90.8,e7b8a3
TZA,2004,90.7,e7b8a3
TZA,2005,90.5,e7b8a3
TZA,2006,90.3,e7b8a3
TZA,2007,90.3,e7b8a3
TZA,2008,90.3,e7b8a3
TZA,2009,90.3,e7b8a3
TZA,2010,90.3,e7b8a3
TZA,2011,90.3,e7b8a3
TZA,2012,90.2,e7b8a3
UGA,1995,82.3,1fd217
UGA,1996,82.4,1fd217
UGA,1997,82.4,1fd217
UGA,1998,82.4,1fd217
UGA,1999,82.6,1fd217
UGA,2000,82.6,1fd217
UGA,2001,82.6,1fd217
UGA,2002,82.7,1fd217
UGA,2003,82,1fd217
UGA,2004,81.2,1fd217
UGA,2005,80,1fd217
UGA,2006,79.9,1fd217
UGA,2007,79.7,1fd217
UGA,2008,79.6,1fd217
UGA,2009,79.5,1fd217
UGA,2010,79.4,1fd217
UGA,2011,79.3,1fd217
UGA,2012,79.3,1fd217
UKR,1995,68.8,a59b96
UKR,1996,68.2,a59b96
UKR,1997,67.5,a59b96
UKR,1998,66.7,a59b96
UKR,1999,65.9,a59b96
UKR,2000,65.1,a59b96
UKR,2001,64.4,a59b96
UKR,2002,64,a59b96
UKR,2003,63.8,a59b96
UKR,2004,63.8,a59b96
UKR,2005,65.3,a59b96
UKR,2006,65.4,a59b96
UKR,2007,65.5,a59b96
UKR,2008,65.7,a59b96
UKR,2009,65.8,a59b96
UKR,2010,66.1,a59b96
UKR,2011,66.4,a59b96
UKR,2012,66.6,a59b96
UMA,1995,74.7146,a0cfc6
UMA,1996,74.5542,a0cfc6
UMA,1997,74.3875,a0cfc6
UMA,1998,74.1771,a0cfc6
UMA,1999,73.8979,a0cfc6
UMA,2000,73.5979,a0cfc6
UMA,2001,73.525,a0cfc6
UMA,2002,73.1604,a0cfc6
UMA,2003,72.8396,a0cfc6
UMA,2004,72.7146,a0cfc6
UMA,2005,72.6271,a0cfc6
UMA,2006,72.6104,a0cfc6
UMA,2007,72.5958,a0cfc6
UMA,2008,72.6729,a0cfc6
UMA,2009,72.4646,a0cfc6
UMA,2010,72.3187,a0cfc6
UMA,2011,72.2333,a0cfc6
UMA,2012,72.3583,a0cfc6
UMM,1995,75,334c6f
UMM,1996,74.8,334c6f
UMM,1997,74.8,334c6f
UMM,1998,74.3,334c6f
UMM,1999,73.9,334c6f
UMM,2000,73.9,334c6f
UMM,2001,73.9,334c6f
UMM,2002,73.7,334c6f
UMM,2003,73.9,334c6f
UMM,2004,74.4,334c6f
UMM,2005,74.6,334c6f
UMM,2006,74.9,334c6f
UMM,2007,75.1,334c6f
UMM,2008,75,334c6f
UMM,2009,73.1,334c6f
UMM,2010,72,334c6f
UMM,2011,72.5,334c6f
UMM,2012,73.1,334c6f
UMW,1995,82.0538,98a92f
UMW,1996,81.7348,98a92f
UMW,1997,81.62,98a92f
UMW,1998,81.3568,98a92f
UMW,1999,80.9688,98a92f
UMW,2000,80.4757,98a92f
UMW,2001,79.9628,98a92f
UMW,2002,79.3972,98a92f
UMW,2003,78.7271,98a92f
UMW,2004,78.3741,98a92f
UMW,2005,77.9563,98a92f
UMW,2006,77.5948,98a92f
UMW,2007,77.2683,98a92f
UMW,2008,77.1033,98a92f
UMW,2009,76.7614,98a92f
UMW,2010,76.6008,98a92f
UMW,2011,76.6913,98a92f
UMW,2012,76.9181,98a92f
URY,1995,78.1,7b66c8
URY,1996,77.5,7b66c8
URY,1997,76.9,7b66c8
URY,1998,76.4,7b66c8
URY,1999,76.1,7b66c8
URY,2000,75.8,7b66c8
URY,2001,76.6,7b66c8
URY,2002,75.3,7b66c8
URY,2003,74,7b66c8
URY,2004,74.1,7b66c8
URY,2005,74.1,7b66c8
URY,2006,76.9,7b66c8
URY,2007,76.5,7b66c8
URY,2008,76.7,7b66c8
URY,2009,76.9,7b66c8
URY,2010,76.7,7b66c8
URY,2011,76.7,7b66c8
URY,2012,76.8,7b66c8
USA,1995,74.1,18bc59
USA,1996,74.1,18bc59
USA,1997,74.2,18bc59
USA,1998,74.2,18bc59
USA,1999,74.1,18bc59
USA,2000,74,18bc59
USA,2001,73.5,18bc59
USA,2002,73,18bc59
USA,2003,72.3,18bc59
USA,2004,72.1,18bc59
USA,2005,72,18bc59
USA,2006,72.2,18bc59
USA,2007,71.9,18bc59
USA,2008,71.7,18bc59
USA,2009,70.7,18bc59
USA,2010,69.8,18bc59
USA,2011,69.3,18bc59
USA,2012,69.3,18bc59
UZB,1995,71.8,704188
UZB,1996,71.7,704188
UZB,1997,71.9,704188
UZB,1998,72,704188
UZB,1999,72.1,704188
UZB,2000,72.2,704188
UZB,2001,72.2,704188
UZB,2002,72.2,704188
UZB,2003,72.2,704188
UZB,2004,72.4,704188
UZB,2005,72.6,704188
UZB,2006,72.9,704188
UZB,2007,73.3,704188
UZB,2008,73.7,704188
UZB,2009,74.1,704188
UZB,2010,74.5,704188
UZB,2011,74.8,704188
UZB,2012,75.2,704188
VCT,1995,80.7,b2f1a3
VCT,1996,80.7,b2f1a3
VCT,1997,79.9,b2f1a3
VCT,1998,79.6,b2f1a3
VCT,1999,79.5,b2f1a3
VCT,2000,79.5,b2f1a3
VCT,2001,79.5,b2f1a3
VCT,2002,79.4,b2f1a3
VCT,2003,79.4,b2f1a3
VCT,2004,79.1,b2f1a3
VCT,2005,79.1,b2f1a3
VCT,2006,78.7,b2f1a3
VCT,2007,78.3,b2f1a3
VCT,2008,78.3,b2f1a3
VCT,2009,78.4,b2f1a3
VCT,2010,78.5,b2f1a3
VCT,2011,78.4,b2f1a3
VCT,2012,78.2,b2f1a3
VEN,1995,82.1,bd537f
VEN,1996,82.5,bd537f
VEN,1997,82.7,bd537f
VEN,1998,83.2,bd537f
VEN,1999,83.5,bd537f
VEN,2000,82.3,bd537f
VEN,2001,82.6,bd537f
VEN,2002,83.6,bd537f
VEN,2003,82.9,bd537f
VEN,2004,82.2,bd537f
VEN,2005,81.5,bd537f
VEN,2006,80.8,bd537f
VEN,2007,80,bd537f
VEN,2008,80,bd537f
VEN,2009,79.4,bd537f
VEN,2010,79.3,bd537f
VEN,2011,79.3,bd537f
VEN,2012,79.2,bd537f
VNM,1995,83.8,8c8efa
VNM,1996,83.5,8c8efa
VNM,1997,83.3,8c8efa
VNM,1998,83.1,8c8efa
VNM,1999,83,8c8efa
VNM,2000,82.8,8c8efa
VNM,2001,82.6,8c8efa
VNM,2002,82.5,8c8efa
VNM,2003,82.3,8c8efa
VNM,2004,82.1,8c8efa
VNM,2005,81.9,8c8efa
VNM,2006,81.7,8c8efa
VNM,2007,81.4,8c8efa
VNM,2008,81.3,8c8efa
VNM,2009,81.2,8c8efa
VNM,2010,81.3,8c8efa
VNM,2011,81.6,8c8efa
VNM,2012,81.9,8c8efa
VUT,1995,86.2,2a6564
VUT,1996,85.7,2a6564
VUT,1997,85.3,2a6564
VUT,1998,84.8,2a6564
VUT,1999,84.3,2a6564
VUT,2000,83.8,2a6564
VUT,2001,83.4,2a6564
VUT,2002,82.9,2a6564
VUT,2003,82.5,2a6564
VUT,2004,82.1,2a6564
VUT,2005,81.7,2a6564
VUT,2006,81.4,2a6564
VUT,2007,81.1,2a6564
VUT,2008,80.9,2a6564
VUT,2009,80.5,2a6564
VUT,2010,80.6,2a6564
VUT,2011,80.5,2a6564
VUT,2012,80.3,2a6564
WSM,1995,76.3,2aa3b8
WSM,1996,76,2aa3b8
WSM,1997,75.6,2aa3b8
WSM,1998,75.2,2aa3b8
WSM,1999,74.8,2aa3b8
WSM,2000,74.2,2aa3b8
WSM,2001,73.5,2aa3b8
WSM,2002,72.6,2aa3b8
WSM,2003,71.6,2aa3b8
WSM,2004,70.5,2aa3b8
WSM,2005,69.2,2aa3b8
WSM,2006,67.8,2aa3b8
WSM,2007,66.2,2aa3b8
WSM,2008,64.4,2aa3b8
WSM,2009,62.5,2aa3b8
WSM,2010,60.5,2aa3b8
WSM,2011,58.3,2aa3b8
WSM,2012,58.4,2aa3b8
YEM,1995,73.7,300a52
YEM,1996,73.1,300a52
YEM,1997,72.4,300a52
YEM,1998,71.7,300a52
YEM,1999,71.1,300a52
YEM,2000,71,300a52
YEM,2001,70.9,300a52
YEM,2002,70.9,300a52
YEM,2003,71,300a52
YEM,2004,71,300a52
YEM,2005,71,300a52
YEM,2006,71,300a52
YEM,2007,71.1,300a52
YEM,2008,71.2,300a52
YEM,2009,71.3,300a52
YEM,2010,71.2,300a52
YEM,2011,71.5,300a52
YEM,2012,71.8,300a52
ZAF,1995,66.2,4f4179
ZAF,1996,65.9,4f4179
ZAF,1997,65.5,4f4179
ZAF,1998,65,4f4179
ZAF,1999,64.7,4f4179
ZAF,2000,64.5,4f4179
ZAF,2001,64.2,4f4179
ZAF,2002,64.2,4f4179
ZAF,2003,62.8,4f4179
ZAF,2004,61.2,4f4179
ZAF,2005,62.2,4f4179
ZAF,2006,62.6,4f4179
ZAF,2007,61.9,4f4179
ZAF,2008,63.7,4f4179
ZAF,2009,61.6,4f4179
ZAF,2010,59.9,4f4179
