,CountryName,Year,Value,CountryCode,hash
129.1995,"Macedonia, FYR",1995,75.7696,129,a0b9ed
130.1995,Mali,1995,7.57368,130,daa6a4
131.1995,Malta,1995,76.93623,131,1a591a
133.1995,Middle East & North Africa (developing only),1995,55.2284584,133,aaed09
135.1995,Mongolia,1995,71.60269,135,f54da3
137.1995,Mozambique,1995,5.55027,137,a40a9b
138.1995,Mauritania,1995,11.23676,138,85fa35
140.1995,Malawi,1995,19.10252,140,0ce65b
141.1995,Malaysia,1995,57.63284,141,ff3ea3
142.1995,North America,1995,96.25485992,142,247ce5
143.1995,Namibia,1995,60.02974,143,bfe79d
148.1995,Netherlands,1995,136.40375,148,fb61c8
149.1995,Norway,1995,112.89222,149,988455
150.1995,Nepal,1995,31.97054,150,0e1d58
151.1995,New Zealand,1995,112.49322,151,a2238e
152.1995,Oman,1995,63.47442,152,c14c36
155.1995,Peru,1995,67.60257,155,36c572
158.1995,Papua New Guinea,1995,9.69667,158,fbaa3c
159.1995,Poland,1995,93.87221,159,5ff03b
162.1995,Portugal,1995,106.27722,162,a49519
163.1995,Paraguay,1995,42.04136,163,71a452
164.1995,Pacific island small states,1995,66.388237,164,ebe9cb
166.1995,Qatar,1995,94.56935,166,83ef3e
167.1995,Romania,1995,76.18318,167,d6b897
170.1995,South Asia,1995,33.34688187,170,edef51
184.1995,Slovak Republic,1995,91.29336,184,36d711
185.1995,Slovenia,1995,91.14731,185,d1aa05
186.1995,Sweden,1995,140.22708,186,72ddd2
189.1995,Seychelles,1995,119.36716,189,3d2d7b
190.1995,Syrian Arab Republic,1995,38.97588,190,48a9fd
192.1995,Chad,1995,3.11174,192,6c6b1b
193.1995,Togo,1995,11.40938,193,30949d
200.1995,Tunisia,1995,53.64219,200,edf404
201.1995,Turkey,1995,48.17574,201,d7153e
203.1995,Tanzania,1995,4.72361,203,7e380b
206.1995,Uruguay,1995,90.18685,206,66b989
207.1995,United States,1995,95.37113,207,768685
214.1995,West Bank and Gaza,1995,66.94915,214,a0f1b4
215.1995,Samoa,1995,80.63185,215,f56806
218.1995,"Congo, Dem. Rep.",1995,21.19244,218,7c927d
220.1995,Zimbabwe,1995,36.90459,220,5922f5
5.1996,Albania,1996,61.92832,5,79b9d2
7.1996,Argentina,1996,82.40464,7,354bf9
11.1996,Australia,1996,146.91676,11,ceafb5
12.1996,Austria,1996,102.16196,12,593905
13.1996,Azerbaijan,1996,75.34575,13,213598
15.1996,Belgium,1996,150.64697,15,5cb4c9
19.1996,Bulgaria,1996,92.70113,19,5c7772
20.1996,Bahrain,1996,106.69988,20,3ae11c
33.1996,Canada,1996,105.00876,33,cd6a7b
34.1996,Switzerland,1996,97.83351,34,77dcd8
37.1996,China,1996,50.82423,37,d2eaf2
40.1996,"Congo, Rep.",1996,41.65415,40,c0faa9
41.1996,Colombia,1996,69.2655,41,2f7373
44.1996,Costa Rica,1996,51.75344,44,1bf429
45.1996,Cuba,1996,81.94191,45,c484b1
48.1996,Cyprus,1996,95.26566,48,852add
49.1996,Czech Republic,1996,100.04841,49,1fef42
50.1996,Germany,1996,99.78573,50,17d53e
51.1996,Djibouti,1996,9.56349,51,60a8b0
53.1996,Denmark,1996,122.18859,53,89da12
55.1996,Algeria,1996,54.18391,55,bd6acc
56.1996,Ecuador,1996,56.308,56,09f199
57.1996,"Egypt, Arab Rep.",1996,67.09065,57,ff11f8
58.1996,Euro area,1996,106.1915207,58,a356c2
60.1996,Spain,1996,125.23059,60,20a8df
61.1996,Estonia,1996,97.73843,61,f0a96d
62.1996,Ethiopia,1996,9.37538,62,3d91f7
63.1996,Finland,1996,125.36666,63,c909b1
65.1996,France,1996,113.3932,65,e3772a
68.1996,Gabon,1996,47.29115,68,a06dcd
69.1996,United Kingdom,1996,101.27305,69,976912
70.1996,Georgia,1996,77.34724,70,9113c6
72.1996,Guinea,1996,6.79556,72,b47b54
73.1996,"Gambia, The",1996,16.84277,73,541212
76.1996,Greece,1996,92.93228,76,4902a4
79.1996,Guatemala,1996,24.47151,79,11760e
82.1996,"Hong Kong SAR, China",1996,80.51898,82,85a72d
84.1996,Croatia,1996,81.33271,84,d7e045
86.1996,Hungary,1996,93.03866,86,f14e46
87.1996,Indonesia,1996,47.30991,87,35536a
89.1996,India,1996,35.81367,89,967ce3
90.1996,Ireland,1996,118.3618,90,eb2131
92.1996,Iraq,1996,30.02638,92,1aed9e
93.1996,Iceland,1996,101.75633,93,b3c92e
95.1996,Italy,1996,89.1848,95,ad79ef
97.1996,Jordan,1996,86.23041,97,674027
103.1996,Kiribati,1996,49.36629,103,3f57ad
105.1996,"Korea, Rep.",1996,104.23323,105,89088f
107.1996,Kuwait,1996,101.96322,107,93295b
108.1996,Lao PDR,1996,19.79402,108,ed2615
109.1996,Lebanon,1996,82.56216,109,5caa7f
115.1996,Lesotho,1996,38.27031,115,93b12b
116.1996,Lithuania,1996,89.12668,116,74a788
117.1996,Luxembourg,1996,89.76042,117,507672
118.1996,Latvia,1996,90.43851,118,c5f5bb
121.1996,Morocco,1996,32.07562,121,32e087
123.1996,Moldova,1996,81.64253,123,9791bc
125.1996,Maldives,1996,60.65722,125,213cb2
126.1996,Mexico,1996,59.94252,126,41937b
128.1996,Middle income,1996,48.73604965,128,bf919c
129.1996,"Macedonia, FYR",1996,77.45162,129,a0b9ed
130.1996,Mali,1996,8.21296,130,daa6a4
131.1996,Malta,1996,78.35896,131,1a591a
133.1996,Middle East & North Africa (developing only),1996,56.00701141,133,aaed09
135.1996,Mongolia,1996,72.12639,135,f54da3
138.1996,Mauritania,1996,10.77428,138,85fa35
139.1996,Mauritius,1996,68.17624,139,26160d
140.1996,Malawi,1996,20.29709,140,0ce65b
142.1996,North America,1996,95.29984283,142,247ce5
143.1996,Namibia,1996,59.31162,143,bfe79d
145.1996,Niger,1996,4.59494,145,6687e1
148.1996,Netherlands,1996,133.87131,148,fb61c8
149.1996,Norway,1996,112.54027,149,988455
150.1996,Nepal,1996,35.60304,150,0e1d58
151.1996,New Zealand,1996,118.52465,151,a2238e
152.1996,Oman,1996,66.06492,152,c14c36
159.1996,Poland,1996,93.8254,159,5ff03b
162.1996,Portugal,1996,110.17143,162,a49519
163.1996,Paraguay,1996,44.30358,163,71a452
164.1996,Pacific island small states,1996,66.39176941,164,ebe9cb
166.1996,Qatar,1996,93.09372,166,83ef3e
167.1996,Romania,1996,77.16188,167,d6b897
170.1996,South Asia,1996,34.00260162,170,edef51
173.1996,Senegal,1996,11.10595,173,d8973b
184.1996,Slovak Republic,1996,92.60929,184,36d711
185.1996,Slovenia,1996,91.33449,185,d1aa05
186.1996,Sweden,1996,146.3481,186,72ddd2
189.1996,Seychelles,1996,122.73472,189,3d2d7b
190.1996,Syrian Arab Republic,1996,39.12747,190,48a9fd
192.1996,Chad,1996,3.37112,192,6c6b1b
193.1996,Togo,1996,12.21017,193,30949d
200.1996,Tunisia,1996,57.76973,200,edf404
203.1996,Tanzania,1996,4.7749,203,7e380b
207.1996,United States,1996,94.28694,207,768685
214.1996,West Bank and Gaza,1996,69.70378,214,a0f1b4
215.1996,Samoa,1996,77.83948,215,f56806
220.1996,Zimbabwe,1996,38.23003,220,5922f5
5.1997,Albania,1997,62.52985,5,79b9d2
6.1997,United Arab Emirates,1997,84.30936,6,d115b8
7.1997,Argentina,1997,78.59153,7,354bf9
11.1997,Australia,1997,153.28377,11,ceafb5
12.1997,Austria,1997,101.57627,12,593905
13.1997,Azerbaijan,1997,75.41209,13,213598
19.1997,Bulgaria,1997,92.45019,19,5c7772
20.1997,Bahrain,1997,102.05776,20,3ae11c
21.1997,"Bahamas, The",1997,91.20716,21,923c8a
37.1997,China,1997,52.69374,37,d2eaf2
39.1997,Cameroon,1997,21.2006,39,73a7dd
44.1997,Costa Rica,1997,52.89337,44,1bf429
45.1997,Cuba,1997,84.43068,45,c484b1
48.1997,Cyprus,1997,94.49312,48,852add
49.1997,Czech Republic,1997,89.66115,49,1fef42
50.1997,Germany,1997,99.45535,50,17d53e
51.1997,Djibouti,1997,10.48972,51,60a8b0
55.1997,Algeria,1997,55.8921,55,bd6acc
57.1997,"Egypt, Arab Rep.",1997,71.34128,57,ff11f8
58.1997,Euro area,1997,105.0251007,58,a356c2
60.1997,Spain,1997,119.87558,60,20a8df
63.1997,Finland,1997,125.4324,63,c909b1
65.1997,France,1997,110.92222,65,e3772a
68.1997,Gabon,1997,47.15962,68,a06dcd
69.1997,United Kingdom,1997,99.38324,69,976912
70.1997,Georgia,1997,78.20628,70,9113c6
76.1997,Greece,1997,93.18255,76,4902a4
84.1997,Croatia,1997,82.23876,84,d7e045
86.1997,Hungary,1997,96.26239,86,f14e46
89.1997,India,1997,37.12872,89,967ce3
90.1997,Ireland,1997,120.97028,90,eb2131
91.1997,"Iran, Islamic Rep.",1997,70.44166,91,e3f25e
95.1997,Italy,1997,90.14454,95,ad79ef
99.1997,Kazakhstan,1997,98.96622,99,2f36b6
105.1997,"Korea, Rep.",1997,104.99195,105,89088f
107.1997,Kuwait,1997,110.02525,107,93295b
108.1997,Lao PDR,1997,21.37782,108,ed2615
109.1997,Lebanon,1997,85.26396,109,5caa7f
112.1997,St. Lucia,1997,82.36688,112,b17b65
115.1997,Lesotho,1997,39.44545,115,93b12b
116.1997,Lithuania,1997,91.67358,116,74a788
117.1997,Luxembourg,1997,92.98853,117,507672
118.1997,Latvia,1997,88.73373,118,c5f5bb
121.1997,Morocco,1997,32.33117,121,32e087
123.1997,Moldova,1997,82.21654,123,9791bc
125.1997,Maldives,1997,70.74384,125,213cb2
126.1997,Mexico,1997,61.81582,126,41937b
128.1997,Middle income,1997,50.25391006,128,bf919c
129.1997,"Macedonia, FYR",1997,78.85716,129,a0b9ed
130.1997,Mali,1997,8.68663,130,daa6a4
131.1997,Malta,1997,77.54386,131,1a591a
133.1997,Middle East & North Africa (developing only),1997,58.23751068,133,aaed09
135.1997,Mongolia,1997,70.30524,135,f54da3
138.1997,Mauritania,1997,10.96687,138,85fa35
141.1997,Malaysia,1997,59.15022,141,ff3ea3
142.1997,North America,1997,96.02735138,142,247ce5
143.1997,Namibia,1997,59.95502,143,bfe79d
145.1997,Niger,1997,4.86459,145,6687e1
148.1997,Netherlands,1997,127.94477,148,fb61c8
149.1997,Norway,1997,115.12027,149,988455
151.1997,New Zealand,1997,117.45538,151,a2238e
152.1997,Oman,1997,68.0028,152,c14c36
159.1997,Poland,1997,96.87612,159,5ff03b
163.1997,Paraguay,1997,47.92659,163,71a452
164.1997,Pacific island small states,1997,66.95883179,164,ebe9cb
167.1997,Romania,1997,78.10153,167,d6b897
170.1997,South Asia,1997,35.32266998,170,edef51
173.1997,Senegal,1997,10.91615,173,d8973b
184.1997,Slovak Republic,1997,92.91195,184,36d711
185.1997,Slovenia,1997,93.05355,185,d1aa05
186.1997,Sweden,1997,151.85461,186,72ddd2
190.1997,Syrian Arab Republic,1997,39.61846,190,48a9fd
192.1997,Chad,1997,3.59167,192,6c6b1b
193.1997,Togo,1997,12.76933,193,30949d
200.1997,Tunisia,1997,59.83599,200,edf404
201.1997,Turkey,1997,49.19399,201,d7153e
203.1997,Tanzania,1997,4.99181,203,7e380b
204.1997,Uganda,1997,7.71149,204,e92904
214.1997,West Bank and Gaza,1997,73.16745,214,a0f1b4
215.1997,Samoa,1997,82.75092,215,f56806
4.1998,Angola,1998,11.40262,4,a42522
6.1998,United Arab Emirates,1998,85.48358,6,d115b8
7.1998,Argentina,1998,83.87172,7,354bf9
11.1998,Australia,1998,156.2767,11,ceafb5
12.1998,Austria,1998,93.79238,12,593905
18.1998,Bangladesh,1998,42.09146,18,fa6c37
19.1998,Bulgaria,1998,91.13971,19,5c7772
20.1998,Bahrain,1998,101.33047,20,3ae11c
23.1998,Belarus,1998,87.02026,23,027a12
26.1998,Bolivia,1998,67.96541,26,a001af
29.1998,Brunei Darussalam,1998,84.85312,29,d1a713
30.1998,Bhutan,1998,20.72486,30,bb2254
31.1998,Botswana,1998,75.21203,31,180c89
33.1998,Canada,1998,104.79116,33,cd6a7b
34.1998,Switzerland,1998,91.5222,34,77dcd8
36.1998,Chile,1998,78.84435,36,349507
39.1998,Cameroon,1998,20.65715,39,73a7dd
41.1998,Colombia,1998,76.37931,41,2f7373
44.1998,Costa Rica,1998,59.63635,44,1bf429
49.1998,Czech Republic,1998,84.74423,49,1fef42
50.1998,Germany,1998,94.28627,50,17d53e
53.1998,Denmark,1998,125.93932,53,89da12
54.1998,Dominican Republic,1998,59.91724,54,8a4bf1
56.1998,Ecuador,1998,58.64852,56,09f199
58.1998,Euro area,1998,101.446022,58,a356c2
60.1998,Spain,1998,110.7849,60,20a8df
61.1998,Estonia,1998,96.60413,61,f0a96d
63.1998,Finland,1998,123.27214,63,c909b1
64.1998,Fiji,1998,81.58085,64,bbb7ef
65.1998,France,1998,108.92429,65,e3772a
69.1998,United Kingdom,1998,98.73632,69,976912
76.1998,Greece,1998,93.36019,76,4902a4
79.1998,Guatemala,1998,29.47192,79,11760e
84.1998,Croatia,1998,83.78219,84,d7e045
86.1998,Hungary,1998,92.40847,86,f14e46
90.1998,Ireland,1998,109.65452,90,eb2131
93.1998,Iceland,1998,112.6173,93,b3c92e
95.1998,Italy,1998,90.4071,95,ad79ef
98.1998,Japan,1998,101.69888,98,fcf29f
99.1998,Kazakhstan,1998,94.68986,99,2f36b6
102.1998,Cambodia,1998,12.39594,102,314ccd
103.1998,Kiribati,1998,51.03298,103,3f57ad
105.1998,"Korea, Rep.",1998,100.4415,105,89088f
107.1998,Kuwait,1998,114.39395,107,93295b
108.1998,Lao PDR,1998,23.65586,108,ed2615
109.1998,Lebanon,1998,95.5207,109,5caa7f
115.1998,Lesotho,1998,39.47821,115,93b12b
116.1998,Lithuania,1998,92.51516,116,74a788
117.1998,Luxembourg,1998,92.92429,117,507672
118.1998,Latvia,1998,89.12297,118,c5f5bb
121.1998,Morocco,1998,31.46623,121,32e087
125.1998,Maldives,1998,37.24844,125,213cb2
126.1998,Mexico,1998,65.3287,126,41937b
128.1998,Middle income,1998,51.19620895,128,bf919c
129.1998,"Macedonia, FYR",1998,80.01191,129,a0b9ed
130.1998,Mali,1998,9.62287,130,daa6a4
131.1998,Malta,1998,77.98353,131,1a591a
133.1998,Middle East & North Africa (developing only),1998,60.47127914,133,aaed09
135.1998,Mongolia,1998,70.89964,135,f54da3
138.1998,Mauritania,1998,13.77188,138,85fa35
139.1998,Mauritius,1998,72.53984,139,26160d
141.1998,Malaysia,1998,70.10489,141,ff3ea3
142.1998,North America,1998,96.8236084,142,247ce5
143.1998,Namibia,1998,59.37289,143,bfe79d
145.1998,Niger,1998,4.95475,145,6687e1
147.1998,Nicaragua,1998,50.32984,147,481264
148.1998,Netherlands,1998,125.28904,148,fb61c8
149.1998,Norway,1998,117.84657,149,988455
151.1998,New Zealand,1998,115.763,151,a2238e
152.1998,Oman,1998,71.17423,152,c14c36
155.1998,Peru,1998,78.82758,155,36c572
156.1998,Philippines,1998,78.31436,156,806736
158.1998,Papua New Guinea,1998,15.91137,158,fbaa3c
159.1998,Poland,1998,97.51362,159,5ff03b
162.1998,Portugal,1998,109.85156,162,a49519
163.1998,Paraguay,1998,52.21211,163,71a452
164.1998,Pacific island small states,1998,64.07392883,164,ebe9cb
166.1998,Qatar,1998,91.53688,166,83ef3e
167.1998,Romania,1998,80.16834,167,d6b897
170.1998,South Asia,1998,35.30706024,170,edef51
173.1998,Senegal,1998,11.05974,173,d8973b
177.1998,El Salvador,1998,51.32502,177,259a6e
184.1998,Slovak Republic,1998,85.14259,184,36d711
185.1998,Slovenia,1998,93.98467,185,d1aa05
186.1998,Sweden,1998,173.78362,186,72ddd2
187.1998,Swaziland,1998,45.91286,187,c985df
189.1998,Seychelles,1998,105.47357,189,3d2d7b
190.1998,Syrian Arab Republic,1998,40.44784,190,48a9fd
192.1998,Chad,1998,3.96535,192,6c6b1b
198.1998,Tonga,1998,103.81851,198,e8a123
206.1998,Uruguay,1998,101.90285,206,66b989
207.1998,United States,1998,96.00499,207,768685
212.1998,Vietnam,1998,54.0776,212,681101
215.1998,Samoa,1998,83.46127,215,f56806
217.1998,South Africa,1998,94.9254,217,35fda1
1.1999,Aruba,1999,101.6542282,1,f3a826
4.1999,Angola,1999,11.17838001,4,a42522
5.1999,Albania,1999,64.48747253,5,79b9d2
6.1999,United Arab Emirates,1999,87.63841248,6,d115b8
7.1999,Argentina,1999,87.00977325,7,354bf9
11.1999,Australia,1999,155.5002136,11,ceafb5
12.1999,Austria,1999,94.90406799,12,593905
15.1999,Belgium,1999,146.3890533,15,5cb4c9
16.1999,Benin,1999,12.92531967,16,373616
17.1999,Burkina Faso,1999,7.4552598,17,e71b56
18.1999,Bangladesh,1999,46.28580093,18,fa6c37
19.1999,Bulgaria,1999,91.05348206,19,5c7772
20.1999,Bahrain,1999,100.6835022,20,3ae11c
21.1999,"Bahamas, The",1999,77.09529877,21,923c8a
24.1999,Belize,1999,66.44512177,24,42ab0c
26.1999,Bolivia,1999,72.87576294,26,a001af
28.1999,Barbados,1999,114.8717422,28,93409a
29.1999,Brunei Darussalam,1999,88.35845184,29,d1a713
30.1999,Bhutan,1999,23.60214043,30,bb2254
31.1999,Botswana,1999,75.59152222,31,180c89
33.1999,Canada,1999,102.8287735,33,cd6a7b
34.1999,Switzerland,1999,92.0098114,34,77dcd8
36.1999,Chile,1999,80.48542023,36,349507
38.1999,Cote d'Ivoire,1999,17.03425026,38,58f76a
39.1999,Cameroon,1999,23.64863968,39,73a7dd
41.1999,Colombia,1999,76.39697266,41,2f7373
42.1999,Comoros,1999,29.58909035,42,e5bb59
44.1999,Costa Rica,1999,65.01364136,44,1bf429
45.1999,Cuba,1999,81.8139267,45,c484b1
48.1999,Cyprus,1999,94.68621063,48,852add
49.1999,Czech Republic,1999,85.49333954,49,1fef42
50.1999,Germany,1999,94.55883026,50,17d53e
51.1999,Djibouti,1999,11.89768982,51,60a8b0
52.1999,Dominica,1999,114.9743271,52,bc1cd4
53.1999,Denmark,1999,128.2472687,53,89da12
54.1999,Dominican Republic,1999,61.65774155,54,8a4bf1
55.1999,Algeria,1999,62.92144012,55,bd6acc
56.1999,Ecuador,1999,59.70645142,56,09f199
57.1999,"Egypt, Arab Rep.",1999,79.96243286,57,ff11f8
58.1999,Euro area,1999,101.5493164,58,a356c2
60.1999,Spain,1999,112.391037,60,20a8df
61.1999,Estonia,1999,95.45230103,61,f0a96d
62.1999,Ethiopia,1999,10.07721043,62,3d91f7
63.1999,Finland,1999,125.9031677,63,c909b1
64.1999,Fiji,1999,82.61190796,64,bbb7ef
65.1999,France,1999,107.5075989,65,e3772a
68.1999,Gabon,1999,45.26897812,68,a06dcd
69.1999,United Kingdom,1999,101.0877533,69,976912
70.1999,Georgia,1999,78.21941376,70,9113c6
71.1999,Ghana,1999,36.27484131,71,317dba
72.1999,Guinea,1999,6.960559845,72,b47b54
75.1999,Equatorial Guinea,1999,17.83702087,75,80eaf3
76.1999,Greece,1999,92.53507233,76,4902a4
79.1999,Guatemala,1999,30.41584969,79,11760e
81.1999,Guyana,1999,83.02613831,81,bc88a2
84.1999,Croatia,1999,85.80809021,84,d7e045
86.1999,Hungary,1999,94.69039917,86,f14e46
87.1999,Indonesia,1999,53.82030106,87,35536a
89.1999,India,1999,36.15653992,89,967ce3
90.1999,Ireland,1999,108.785347,90,eb2131
91.1999,"Iran, Islamic Rep.",1999,75.0116806,91,e3f25e
92.1999,Iraq,1999,26.66202927,92,1aed9e
93.1999,Iceland,1999,111.6523438,93,b3c92e
94.1999,Israel,1999,99.9188385,94,4c197d
95.1999,Italy,1999,91.85288239,95,ad79ef
96.1999,Jamaica,1999,88.32756042,96,5eedd6
97.1999,Jordan,1999,87.83883667,97,674027
98.1999,Japan,1999,101.828331,98,fcf29f
99.1999,Kazakhstan,1999,95.62013245,99,2f36b6
100.1999,Kenya,1999,37.667099,100,a84f56
101.1999,Kyrgyz Republic,1999,84.23458099,101,1407c0
102.1999,Cambodia,1999,11.29209042,102,314ccd
103.1999,Kiribati,1999,67.28118896,103,3f57ad
105.1999,"Korea, Rep.",1999,99.2740097,105,89088f
107.1999,Kuwait,1999,115.1569214,107,93295b
108.1999,Lao PDR,1999,26.22591972,108,ed2615
109.1999,Lebanon,1999,95.90648651,109,5caa7f
110.1999,Liberia,1999,24.73759079,110,1ed5dd
112.1999,St. Lucia,1999,79.2960434,112,b17b65
115.1999,Lesotho,1999,38.1034317,115,93b12b
116.1999,Lithuania,1999,95.34622955,116,74a788
117.1999,Luxembourg,1999,99.54559326,117,507672
118.1999,Latvia,1999,89.96170044,118,c5f5bb
119.1999,"Macao SAR, China",1999,81.38181305,119,eec526
121.1999,Morocco,1999,32.10955811,121,32e087
123.1999,Moldova,1999,82.09400177,123,9791bc
125.1999,Maldives,1999,43.68621826,125,213cb2
126.1999,Mexico,1999,67.60151672,126,41937b
127.1999,Marshall Islands,1999,69.89071655,127,bb1306
128.1999,Middle income,1999,51.9500885,128,bf919c
129.1999,"Macedonia, FYR",1999,80.92137909,129,a0b9ed
130.1999,Mali,1999,11.19841003,130,daa6a4
131.1999,Malta,1999,75.4785614,131,1a591a
132.1999,Myanmar,1999,31.82379913,132,928b7c
133.1999,Middle East & North Africa (developing only),1999,62.74481964,133,aaed09
135.1999,Mongolia,1999,68.58535767,135,f54da3
137.1999,Mozambique,1999,3.988179922,137,a40a9b
138.1999,Mauritania,1999,14.56480026,138,85fa35
139.1999,Mauritius,1999,74.34474945,139,26160d
140.1999,Malawi,1999,31.37047005,140,0ce65b
141.1999,Malaysia,1999,69.18540192,141,ff3ea3
142.1999,North America,1999,95.30509186,142,247ce5
143.1999,Namibia,1999,60.44060898,143,bfe79d
145.1999,Niger,1999,5.284969807,145,6687e1
146.1999,Nigeria,1999,22.36714935,146,9742d0
147.1999,Nicaragua,1999,55.21183014,147,481264
148.1999,Netherlands,1999,120.7084274,148,fb61c8
149.1999,Norway,1999,120.685463,149,988455
150.1999,Nepal,1999,28.33230972,150,0e1d58
151.1999,New Zealand,1999,114.0165024,151,a2238e
152.1999,Oman,1999,75.11611938,152,c14c36
154.1999,Panama,1999,66.67694092,154,1e36b3
155.1999,Peru,1999,79.89759064,155,36c572
156.1999,Philippines,1999,77.92414856,156,806736
157.1999,Palau,1999,104.5364914,157,e5e0b6
159.1999,Poland,1999,98.5147171,159,5ff03b
162.1999,Portugal,1999,107.8585815,162,a49519
163.1999,Paraguay,1999,58.76264954,163,71a452
164.1999,Pacific island small states,1999,65.60475159,164,ebe9cb
166.1999,Qatar,1999,91.19847107,166,83ef3e
167.1999,Romania,1999,81.96993256,167,d6b897
169.1999,Rwanda,1999,9.03717041,169,7266a1
170.1999,South Asia,1999,35.26388168,170,edef51
173.1999,Senegal,1999,11.95960045,173,d8973b
175.1999,Solomon Islands,1999,21.80949974,175,ecae78
177.1999,El Salvador,1999,51.45034027,177,259a6e
180.1999,Serbia,1999,94.73149109,180,6d31bf
184.1999,Slovak Republic,1999,85.76062775,184,36d711
185.1999,Slovenia,1999,100.6511002,185,d1aa05
186.1999,Sweden,1999,175.2671967,186,72ddd2
187.1999,Swaziland,1999,44.46640015,187,c985df
189.1999,Seychelles,1999,80.95237732,189,3d2d7b
190.1999,Syrian Arab Republic,1999,41.20256042,190,48a9fd
192.1999,Chad,1999,4.198900223,192,6c6b1b
193.1999,Togo,1999,16.87108994,193,30949d
195.1999,Tajikistan,1999,68.12593079,195,279c77
198.1999,Tonga,1999,112.8008575,198,e8a123
200.1999,Tunisia,1999,72.56125641,200,edf404
201.1999,Turkey,1999,57.23693085,201,d7153e
205.1999,Ukraine,1999,99.73045349,205,c951ec
206.1999,Uruguay,1999,99.50811005,206,66b989
208.1999,Uzbekistan,1999,86.06121826,208,db800e
210.1999,"Venezuela, RB",1999,62.51576996,210,6cba5d
213.1999,Vanuatu,1999,28.25420952,213,d16ad2
214.1999,West Bank and Gaza,1999,78.76535034,214,a0f1b4
215.1999,Samoa,1999,83.50395966,215,f56806
216.1999,"Yemen, Rep.",1999,21.94824028,216,876440
217.1999,South Africa,1999,92.82154846,217,35fda1
220.1999,Zimbabwe,1999,40.13885117,220,5922f5
1.2,Aruba,2000,98.08235931,1,f3a826
4.2,Angola,2000,13.37347031,4,a42522
5.2,Albania,2000,64.91142273,5,79b9d2
7.2,Argentina,2000,88.56166077,7,354bf9
8.2,Armenia,2000,94.52812958,8,5f4599
10.2,Antigua and Barbuda,2000,73.57756805,10,530670
11.2,Australia,2000,160.7214966,11,ceafb5
12.2,Austria,2000,95.51638031,12,593905
15.2,Belgium,2000,151.7171173,15,5cb4c9
16.2,Benin,2000,13.3584404,16,373616
17.2,Burkina Faso,2000,8.235420227,17,e71b56
18.2,Bangladesh,2000,48.59025955,18,fa6c37
19.2,Bulgaria,2000,91.53234863,19,5c7772
20.2,Bahrain,2000,103.5222778,20,3ae11c
24.2,Belize,2000,69.76332092,24,42ab0c
26.2,Bolivia,2000,76.29585266,26,a001af
28.2,Barbados,2000,110.5042877,28,93409a
29.2,Brunei Darussalam,2000,87.98757935,29,d1a713
30.2,Bhutan,2000,26.91773987,30,bb2254
31.2,Botswana,2000,76.58763885,31,180c89
33.2,Canada,2000,102.5139618,33,cd6a7b
34.2,Switzerland,2000,92.24902344,34,77dcd8
36.2,Chile,2000,83.32978058,36,349507
41.2,Colombia,2000,75.02478027,41,2f7373
44.2,Costa Rica,2000,63.2771492,44,1bf429
45.2,Cuba,2000,84.11019135,45,c484b1
48.2,Cyprus,2000,94.44010925,48,852add
49.2,Czech Republic,2000,89.9276123,49,1fef42
50.2,Germany,2000,95.54814148,50,17d53e
51.2,Djibouti,2000,11.08178043,51,60a8b0
52.2,Dominica,2000,112.0788116,52,bc1cd4
53.2,Denmark,2000,129.6455383,53,89da12
54.2,Dominican Republic,2000,64.89000702,54,8a4bf1
55.2,Algeria,2000,63.40600967,55,bd6acc
56.2,Ecuador,2000,59.22431183,56,09f199
57.2,"Egypt, Arab Rep.",2000,82.4473114,57,ff11f8
58.2,Euro area,2000,102.1270981,58,a356c2
60.2,Spain,2000,114.7332306,60,20a8df
61.2,Estonia,2000,94.85900116,61,f0a96d
62.2,Ethiopia,2000,10.91983986,62,3d91f7
63.2,Finland,2000,130.4387665,63,c909b1
64.2,Fiji,2000,82.05021667,64,bbb7ef
65.2,France,2000,106.599968,65,e3772a
69.2,United Kingdom,2000,102.074173,69,976912
70.2,Georgia,2000,78.22438049,70,9113c6
71.2,Ghana,2000,36.86875153,71,317dba
74.2,Guinea-Bissau,2000,12.64167976,74,b07cb9
75.2,Equatorial Guinea,2000,19.13175011,75,80eaf3
76.2,Greece,2000,92.27896881,76,4902a4
79.2,Guatemala,2000,35.66996002,79,11760e
84.2,Croatia,2000,86.79547119,84,d7e045
86.2,Hungary,2000,96.56555939,86,f14e46
87.2,Indonesia,2000,54.87855911,87,35536a
89.2,India,2000,37.94649887,89,967ce3
90.2,Ireland,2000,108.7895737,90,eb2131
91.2,"Iran, Islamic Rep.",2000,76.11695099,91,e3f25e
92.2,Iraq,2000,28.4140892,92,1aed9e
93.2,Iceland,2000,110.872818,93,b3c92e
94.2,Israel,2000,103.039978,94,4c197d
95.2,Italy,2000,91.32530975,95,ad79ef
96.2,Jamaica,2000,87.64739227,96,5eedd6
97.2,Jordan,2000,88.07463074,97,674027
98.2,Japan,2000,102.4252167,98,fcf29f
99.2,Kazakhstan,2000,98.19988251,99,2f36b6
100.2,Kenya,2000,38.3407402,100,a84f56
101.2,Kyrgyz Republic,2000,85.48758698,101,1407c0
102.2,Cambodia,2000,11.98305035,102,314ccd
103.2,Kiribati,2000,74.72328186,103,3f57ad
104.2,St. Kitts and Nevis,2000,110.4683228,104,e01fa2
