,CountryName,Year,Value,CountryCode,hash
74.1983,Guinea-Bissau,1983,5.1553,74,b07cb9
76.1983,Greece,1983,79.73803,76,4902a4
77.1983,Grenada,1983,83.08525,77,dbf2a2
79.1983,Guatemala,1983,17.45613,79,11760e
82.1983,"Hong Kong SAR, China",1983,69.85232,82,85a72d
83.1983,Honduras,1983,34.50532,83,5aa588
86.1983,Hungary,1983,86.69256,86,f14e46
87.1983,Indonesia,1983,29.27492,87,35536a
89.1983,India,1983,23.65098,89,967ce3
90.1983,Ireland,1983,99.68287,90,eb2131
92.1983,Iraq,1983,35.3047,92,1aed9e
93.1983,Iceland,1983,84.65226,93,b3c92e
94.1983,Israel,1983,91.59872,94,4c197d
95.1983,Italy,1983,71.34846,95,ad79ef
96.1983,Jamaica,1983,65.77233,96,5eedd6
97.1983,Jordan,1983,80.29587,97,674027
98.1983,Japan,1983,96.44456,98,fcf29f
100.1983,Kenya,1983,25.50663,100,a84f56
103.1983,Kiribati,1983,21.09657,103,3f57ad
105.1983,"Korea, Rep.",1983,79.96771,105,89088f
107.1983,Kuwait,1983,81.2461,107,93295b
111.1983,Libya,1983,63.07937,111,55949d
112.1983,St. Lucia,1983,35.13347,112,b17b65
114.1983,Sri Lanka,1983,60.08182,114,197042
115.1983,Lesotho,1983,24.94476,115,93b12b
117.1983,Luxembourg,1983,71.80061,117,507672
121.1983,Morocco,1983,21.66427,121,32e087
126.1983,Mexico,1983,50.37978,126,41937b
128.1983,Middle income,1983,33.98601913,128,bf919c
130.1983,Mali,1983,4.41711,130,daa6a4
131.1983,Malta,1983,77.29388,131,1a591a
133.1983,Middle East & North Africa (developing only),1983,35.35612869,133,aaed09
135.1983,Mongolia,1983,88.54139,135,f54da3
137.1983,Mozambique,1983,4.82951,137,a40a9b
139.1983,Mauritius,1983,44.6076,139,26160d
140.1983,Malawi,1983,10.31762,140,0ce65b
141.1983,Malaysia,1983,50.23289,141,ff3ea3
142.1983,North America,1983,93.58146667,142,247ce5
146.1983,Nigeria,1983,14.69861,146,9742d0
147.1983,Nicaragua,1983,42.71158,147,481264
148.1983,Netherlands,1983,95.58285,148,fb61c8
149.1983,Norway,1983,98.7074,149,988455
150.1983,Nepal,1983,10.86714,150,0e1d58
151.1983,New Zealand,1983,86.19136,151,a2238e
152.1983,Oman,1983,10.02131,152,c14c36
153.1983,Pakistan,1983,8.99307,153,82d220
154.1983,Panama,1983,62.45091,154,1e36b3
156.1983,Philippines,1983,68.25433,156,806736
164.1983,Pacific island small states,1983,66.4723587,164,ebe9cb
166.1983,Qatar,1983,80.16579,166,83ef3e
169.1983,Rwanda,1983,12.81688,169,7266a1
170.1983,South Asia,1983,21.17383957,170,edef51
173.1983,Senegal,1983,8.18558,173,d8973b
177.1983,El Salvador,1983,33.85171,177,259a6e
179.1983,Somalia,1983,8.27861,179,4dfdf1
186.1983,Sweden,1983,92.1662,186,72ddd2
189.1983,Seychelles,1983,73.91846,189,3d2d7b
190.1983,Syrian Arab Republic,1983,38.29164,190,48a9fd
193.1983,Togo,1983,13.17554,193,30949d
199.1983,Trinidad and Tobago,1983,79.79328,199,4d206a
200.1983,Tunisia,1983,24.35081,200,edf404
201.1983,Turkey,1983,27.20251,201,d7153e
203.1983,Tanzania,1983,2.16214,203,7e380b
207.1983,United States,1983,93.46795,207,768685
213.1983,Vanuatu,1983,11.63385,213,d16ad2
218.1983,"Congo, Dem. Rep.",1983,13.68917,218,7c927d
220.1983,Zimbabwe,1983,24.01467,220,5922f5
3.1984,Afghanistan,1984,7.8697,3,c69153
5.1984,Albania,1984,74.7301,5,79b9d2
6.1984,United Arab Emirates,1984,63.15817,6,d115b8
7.1984,Argentina,1984,68.58979,7,354bf9
12.1984,Austria,1984,87.37573,12,593905
14.1984,Burundi,1984,2.14299,14,461758
15.1984,Belgium,1984,97.74018,15,5cb4c9
17.1984,Burkina Faso,1984,2.22656,17,e71b56
18.1984,Bangladesh,1984,12.02256,18,fa6c37
19.1984,Bulgaria,1984,91.92897,19,5c7772
20.1984,Bahrain,1984,81.46157,20,3ae11c
28.1984,Barbados,1984,91.69984,28,93409a
29.1984,Brunei Darussalam,1984,67.36703,29,d1a713
30.1984,Bhutan,1984,4.22274,30,bb2254
31.1984,Botswana,1984,26.52546,31,180c89
33.1984,Canada,1984,97.73045,33,cd6a7b
34.1984,Switzerland,1984,89.94131,34,77dcd8
36.1984,Chile,1984,74.20446,36,349507
37.1984,China,1984,25.24963,37,d2eaf2
38.1984,Cote d'Ivoire,1984,11.27064,38,58f76a
39.1984,Cameroon,1984,15.00724,39,73a7dd
40.1984,"Congo, Rep.",1984,54.71024,40,c0faa9
41.1984,Colombia,1984,45.335,41,2f7373
44.1984,Costa Rica,1984,43.99365,44,1bf429
45.1984,Cuba,1984,82.92372,45,c484b1
48.1984,Cyprus,1984,73.90211,48,852add
49.1984,Czech Republic,1984,98.33737,49,1fef42
51.1984,Djibouti,1984,7.27244,51,60a8b0
53.1984,Denmark,1984,102.88128,53,89da12
55.1984,Algeria,1984,34.84008,55,bd6acc
56.1984,Ecuador,1984,55.94418,56,09f199
57.1984,"Egypt, Arab Rep.",1984,42.16625,57,ff11f8
58.1984,Euro area,1984,88.18662262,58,a356c2
60.1984,Spain,1984,90.98264,60,20a8df
62.1984,Ethiopia,1984,8.99488,62,3d91f7
63.1984,Finland,1984,112.16383,63,c909b1
64.1984,Fiji,1984,72.66931,64,bbb7ef
68.1984,Gabon,1984,27.36901,68,a06dcd
69.1984,United Kingdom,1984,85.11345,69,976912
71.1984,Ghana,1984,29.78698,71,317dba
72.1984,Guinea,1984,9.35926,72,b47b54
73.1984,"Gambia, The",1984,10.70942,73,541212
74.1984,Guinea-Bissau,1984,5.32622,74,b07cb9
76.1984,Greece,1984,84.47898,76,4902a4
77.1984,Grenada,1984,90.29044,77,dbf2a2
81.1984,Guyana,1984,69.27562,81,bc88a2
82.1984,"Hong Kong SAR, China",1984,72.20637,82,85a72d
83.1984,Honduras,1984,36.51486,83,5aa588
86.1984,Hungary,1984,85.80711,86,f14e46
87.1984,Indonesia,1984,29.4841,87,35536a
89.1984,India,1984,23.52544,89,967ce3
90.1984,Ireland,1984,101.21548,90,eb2131
92.1984,Iraq,1984,34.15004,92,1aed9e
93.1984,Iceland,1984,85.90875,93,b3c92e
94.1984,Israel,1984,93.11497,94,4c197d
95.1984,Italy,1984,71.8147,95,ad79ef
96.1984,Jamaica,1984,63.28633,96,5eedd6
97.1984,Jordan,1984,81.45478,97,674027
98.1984,Japan,1984,95.95651,98,fcf29f
100.1984,Kenya,1984,27.40393,100,a84f56
103.1984,Kiribati,1984,22.39855,103,3f57ad
104.1984,St. Kitts and Nevis,1984,64.93721,104,e01fa2
105.1984,"Korea, Rep.",1984,85.2329,105,89088f
107.1984,Kuwait,1984,83.86965,107,93295b
112.1984,St. Lucia,1984,36.44026,112,b17b65
114.1984,Sri Lanka,1984,62.49886,114,197042
115.1984,Lesotho,1984,25.35814,115,93b12b
117.1984,Luxembourg,1984,72.64808,117,507672
121.1984,Morocco,1984,23.35586,121,32e087
126.1984,Mexico,1984,52.41121,126,41937b
128.1984,Middle income,1984,34.10374832,128,bf919c
130.1984,Mali,1984,4.60815,130,daa6a4
131.1984,Malta,1984,79.71778,131,1a591a
133.1984,Middle East & North Africa (developing only),1984,36.66846085,133,aaed09
139.1984,Mauritius,1984,42.43685,139,26160d
140.1984,Malawi,1984,10.77799,140,0ce65b
141.1984,Malaysia,1984,52.87947,141,ff3ea3
142.1984,North America,1984,95.34043884,142,247ce5
146.1984,Nigeria,1984,14.8805,146,9742d0
147.1984,Nicaragua,1984,40.13357,147,481264
148.1984,Netherlands,1984,98.64235,148,fb61c8
149.1984,Norway,1984,99.31793,149,988455
150.1984,Nepal,1984,12.18235,150,0e1d58
151.1984,New Zealand,1984,85.74671,151,a2238e
152.1984,Oman,1984,12.43919,152,c14c36
153.1984,Pakistan,1984,9.40711,153,82d220
154.1984,Panama,1984,62.97114,154,1e36b3
156.1984,Philippines,1984,68.49462,156,806736
158.1984,Papua New Guinea,1984,8.37493,158,fbaa3c
164.1984,Pacific island small states,1984,65.42733002,164,ebe9cb
166.1984,Qatar,1984,78.70197,166,83ef3e
169.1984,Rwanda,1984,13.11188,169,7266a1
170.1984,South Asia,1984,21.32649994,170,edef51
173.1984,Senegal,1984,8.06232,173,d8973b
176.1984,Sierra Leone,1984,11.86079,176,50df2d
177.1984,El Salvador,1984,34.66242,177,259a6e
179.1984,Somalia,1984,8.70294,179,4dfdf1
186.1984,Sweden,1984,91.67147,186,72ddd2
190.1984,Syrian Arab Republic,1984,41.10211,190,48a9fd
193.1984,Togo,1984,10.62688,193,30949d
198.1984,Tonga,1984,98.984,198,e8a123
199.1984,Trinidad and Tobago,1984,82.50957,199,4d206a
200.1984,Tunisia,1984,26.85778,200,edf404
201.1984,Turkey,1984,28.41724,201,d7153e
207.1984,United States,1984,95.08797,207,768685
209.1984,St. Vincent and the Grenadines,1984,46.61887,209,68d122
210.1984,"Venezuela, RB",1984,60.08635,210,6cba5d
218.1984,"Congo, Dem. Rep.",1984,13.85332,218,7c927d
220.1984,Zimbabwe,1984,30.20658,220,5922f5
3.1985,Afghanistan,1985,8.30571,3,c69153
5.1985,Albania,1985,75.70685,5,79b9d2
6.1985,United Arab Emirates,1985,67.08565,6,d115b8
7.1985,Argentina,1985,74.40266,7,354bf9
12.1985,Austria,1985,90.4633,12,593905
14.1985,Burundi,1985,2.47726,14,461758
15.1985,Belgium,1985,100.31344,15,5cb4c9
16.1985,Benin,1985,10.78029,16,373616
17.1985,Burkina Faso,1985,2.69294,17,e71b56
18.1985,Bangladesh,1985,11.54825,18,fa6c37
19.1985,Bulgaria,1985,93.17254,19,5c7772
20.1985,Bahrain,1985,88.64842,20,3ae11c
21.1985,"Bahamas, The",1985,92.80944,21,923c8a
28.1985,Barbados,1985,94.15944,28,93409a
31.1985,Botswana,1985,29.77424,31,180c89
33.1985,Canada,1985,98.75124,33,cd6a7b
34.1985,Switzerland,1985,90.10936,34,77dcd8
36.1985,Chile,1985,77.38025,36,349507
37.1985,China,1985,26.66184,37,d2eaf2
39.1985,Cameroon,1985,16.43083,39,73a7dd
40.1985,"Congo, Rep.",1985,54.96806,40,c0faa9
41.1985,Colombia,1985,46.67312,41,2f7373
44.1985,Costa Rica,1985,42.50452,44,1bf429
45.1985,Cuba,1985,84.29827,45,c484b1
48.1985,Cyprus,1985,74.1058,48,852add
49.1985,Czech Republic,1985,96.63467,49,1fef42
51.1985,Djibouti,1985,7.50504,51,60a8b0
53.1985,Denmark,1985,103.17604,53,89da12
55.1985,Algeria,1985,37.77184,55,bd6acc
56.1985,Ecuador,1985,59.35241,56,09f199
57.1985,"Egypt, Arab Rep.",1985,44.35427,57,ff11f8
58.1985,Euro area,1985,89.07922363,58,a356c2
60.1985,Spain,1985,93.47334,60,20a8df
63.1985,Finland,1985,113.53431,63,c909b1
64.1985,Fiji,1985,70.73067,64,bbb7ef
65.1985,France,1985,90.57791,65,e3772a
68.1985,Gabon,1985,29.37958,68,a06dcd
69.1985,United Kingdom,1985,84.9537,69,976912
71.1985,Ghana,1985,28.78669,71,317dba
72.1985,Guinea,1985,9.08285,72,b47b54
73.1985,"Gambia, The",1985,10.8341,73,541212
74.1985,Guinea-Bissau,1985,5.25117,74,b07cb9
76.1985,Greece,1985,86.87803,76,4902a4
77.1985,Grenada,1985,87.56538,77,dbf2a2
81.1985,Guyana,1985,73.71873,81,bc88a2
82.1985,"Hong Kong SAR, China",1985,74.58177,82,85a72d
86.1985,Hungary,1985,86.4396,86,f14e46
90.1985,Ireland,1985,102.46601,90,eb2131
91.1985,"Iran, Islamic Rep.",1985,36.34934,91,e3f25e
92.1985,Iraq,1985,35.69944,92,1aed9e
94.1985,Israel,1985,93.67046,94,4c197d
95.1985,Italy,1985,72.52733,95,ad79ef
96.1985,Jamaica,1985,64.12488,96,5eedd6
97.1985,Jordan,1985,83.39456,97,674027
98.1985,Japan,1985,95.91129,98,fcf29f
100.1985,Kenya,1985,33.96266,100,a84f56
103.1985,Kiribati,1985,25.56408,103,3f57ad
104.1985,St. Kitts and Nevis,1985,67.98525,104,e01fa2
105.1985,"Korea, Rep.",1985,87.89323,105,89088f
107.1985,Kuwait,1985,85.33211,107,93295b
109.1985,Lebanon,1985,63.20074,109,5caa7f
112.1985,St. Lucia,1985,47.37365,112,b17b65
114.1985,Sri Lanka,1985,64.27048,114,197042
115.1985,Lesotho,1985,25.75565,115,93b12b
121.1985,Morocco,1985,24.82068,121,32e087
126.1985,Mexico,1985,51.7216,126,41937b
128.1985,Middle income,1985,32.93315125,128,bf919c
131.1985,Malta,1985,83.27504,131,1a591a
133.1985,Middle East & North Africa (developing only),1985,38.17250824,133,aaed09
137.1985,Mozambique,1985,4.3927,137,a40a9b
139.1985,Mauritius,1985,42.24556,139,26160d
140.1985,Malawi,1985,11.03744,140,0ce65b
141.1985,Malaysia,1985,53.84896,141,ff3ea3
142.1985,North America,1985,94.20345306,142,247ce5
147.1985,Nicaragua,1985,40.27734,147,481264
148.1985,Netherlands,1985,99.42882,148,fb61c8
149.1985,Norway,1985,100.05085,149,988455
150.1985,Nepal,1985,12.86471,150,0e1d58
151.1985,New Zealand,1985,84.89388,151,a2238e
152.1985,Oman,1985,15.82134,152,c14c36
153.1985,Pakistan,1985,10.03266,153,82d220
154.1985,Panama,1985,62.45271,154,1e36b3
155.1985,Peru,1985,59.61837,155,36c572
156.1985,Philippines,1985,69.58031,156,806736
164.1985,Pacific island small states,1985,63.14133072,164,ebe9cb
166.1985,Qatar,1985,80.56453,166,83ef3e
169.1985,Rwanda,1985,14.23831,169,7266a1
170.1985,South Asia,1985,22.23518944,170,edef51
173.1985,Senegal,1985,8.34286,173,d8973b
176.1985,Sierra Leone,1985,12.46349,176,50df2d
179.1985,Somalia,1985,8.26226,179,4dfdf1
186.1985,Sweden,1985,90.37457,186,72ddd2
189.1985,Seychelles,1985,110.04119,189,3d2d7b
190.1985,Syrian Arab Republic,1985,43.65309,190,48a9fd
192.1985,Chad,1985,1.90518,192,6c6b1b
193.1985,Togo,1985,8.89406,193,30949d
198.1985,Tonga,1985,91.39938,198,e8a123
199.1985,Trinidad and Tobago,1985,82.22136,199,4d206a
200.1985,Tunisia,1985,29.82481,200,edf404
203.1985,Tanzania,1985,2.537,203,7e380b
207.1985,United States,1985,93.72626,207,768685
209.1985,St. Vincent and the Grenadines,1985,39.16765,209,68d122
210.1985,"Venezuela, RB",1985,62.58184,210,6cba5d
218.1985,"Congo, Dem. Rep.",1985,14.02096,218,7c927d
220.1985,Zimbabwe,1985,33.71022,220,5922f5
3.1986,Afghanistan,1986,8.22464,3,c69153
5.1986,Albania,1986,77.60266,5,79b9d2
6.1986,United Arab Emirates,1986,69.86205,6,d115b8
7.1986,Argentina,1986,73.9557,7,354bf9
12.1986,Austria,1986,93.05272,12,593905
13.1986,Azerbaijan,1986,94.92949,13,213598
14.1986,Burundi,1986,2.61212,14,461758
15.1986,Belgium,1986,101.481,15,5cb4c9
16.1986,Benin,1986,9.03714,16,373616
17.1986,Burkina Faso,1986,3.06743,17,e71b56
18.1986,Bangladesh,1986,12.58007,18,fa6c37
19.1986,Bulgaria,1986,98.84207,19,5c7772
20.1986,Bahrain,1986,95.16658,20,3ae11c
21.1986,"Bahamas, The",1986,92.3549,21,923c8a
24.1986,Belize,1986,59.47081,24,42ab0c
31.1986,Botswana,1986,31.14033,31,180c89
32.1986,Central African Republic,1986,8.13834,32,dba867
33.1986,Canada,1986,98.79047,33,cd6a7b
34.1986,Switzerland,1986,89.97381,34,77dcd8
36.1986,Chile,1986,78.81479,36,349507
37.1986,China,1986,27.79202,37,d2eaf2
39.1986,Cameroon,1986,16.84279,39,73a7dd
40.1986,"Congo, Rep.",1986,59.57593,40,c0faa9
41.1986,Colombia,1986,51.61018,41,2f7373
42.1986,Comoros,1986,29.25021,42,e5bb59
44.1986,Costa Rica,1986,42.86939,44,1bf429
45.1986,Cuba,1986,86.06587,45,c484b1
48.1986,Cyprus,1986,70.34914,48,852add
49.1986,Czech Republic,1986,94.89182,49,1fef42
51.1986,Djibouti,1986,8.11053,51,60a8b0
52.1986,Dominica,1986,93.42945,52,bc1cd4
53.1986,Denmark,1986,105.60171,53,89da12
55.1986,Algeria,1986,41.82733,55,bd6acc
56.1986,Ecuador,1986,59.79341,56,09f199
57.1986,"Egypt, Arab Rep.",1986,47.37009,57,ff11f8
58.1986,Euro area,1986,91.23226166,58,a356c2
60.1986,Spain,1986,102.27224,60,20a8df
63.1986,Finland,1986,114.09569,63,c909b1
64.1986,Fiji,1986,72.47452,64,bbb7ef
65.1986,France,1986,91.05366,65,e3772a
68.1986,Gabon,1986,32.3205,68,a06dcd
69.1986,United Kingdom,1986,85.52578,69,976912
70.1986,Georgia,1986,100.14266,70,9113c6
72.1986,Guinea,1986,7.95527,72,b47b54
73.1986,"Gambia, The",1986,10.09959,73,541212
76.1986,Greece,1986,89.06327,76,4902a4
77.1986,Grenada,1986,86.66893,77,dbf2a2
81.1986,Guyana,1986,82.16018,81,bc88a2
82.1986,"Hong Kong SAR, China",1986,75.83908,82,85a72d
86.1986,Hungary,1986,88.74493,86,f14e46
89.1986,India,1986,25.86525,89,967ce3
90.1986,Ireland,1986,103.1218,90,eb2131
92.1986,Iraq,1986,36.42639,92,1aed9e
93.1986,Iceland,1986,90.07018,93,b3c92e
94.1986,Israel,1986,91.94049,94,4c197d
95.1986,Italy,1986,73.54517,95,ad79ef
96.1986,Jamaica,1986,63.20773,96,5eedd6
97.1986,Jordan,1986,81.62985,97,674027
98.1986,Japan,1986,96.83898,98,fcf29f
100.1986,Kenya,1986,34.35121,100,a84f56
101.1986,Kyrgyz Republic,1986,107.22633,101,1407c0
103.1986,Kiribati,1986,27.58955,103,3f57ad
104.1986,St. Kitts and Nevis,1986,69.37945,104,e01fa2
105.1986,"Korea, Rep.",1986,89.9222,105,89088f
107.1986,Kuwait,1986,84.82761,107,93295b
108.1986,Lao PDR,1986,17.60451,108,ed2615
111.1986,Libya,1986,73.43335,111,55949d
112.1986,St. Lucia,1986,51.92904,112,b17b65
114.1986,Sri Lanka,1986,67.12859,114,197042
115.1986,Lesotho,1986,27.12864,115,93b12b
117.1986,Luxembourg,1986,75.72603,117,507672
121.1986,Morocco,1986,26.6995,121,32e087
126.1986,Mexico,1986,53.72337,126,41937b
128.1986,Middle income,1986,36.47066879,128,bf919c
131.1986,Malta,1986,81.39848,131,1a591a
132.1986,Myanmar,1986,21.48546,132,928b7c
133.1986,Middle East & North Africa (developing only),1986,40.19369888,133,aaed09
137.1986,Mozambique,1986,4.66183,137,a40a9b
139.1986,Mauritius,1986,41.96587,139,26160d
140.1986,Malawi,1986,11.26611,140,0ce65b
141.1986,Malaysia,1986,56.59372,141,ff3ea3
142.1986,North America,1986,95.63220215,142,247ce5
146.1986,Nigeria,1986,22.67826,146,9742d0
147.1986,Nicaragua,1986,40.00526,147,481264
148.1986,Netherlands,1986,112.69729,148,fb61c8
149.1986,Norway,1986,99.88888,149,988455
150.1986,Nepal,1986,14.49411,150,0e1d58
151.1986,New Zealand,1986,84.47181,151,a2238e
152.1986,Oman,1986,18.61871,152,c14c36
153.1986,Pakistan,1986,10.72751,153,82d220
154.1986,Panama,1986,62.48054,154,1e36b3
156.1986,Philippines,1986,65.16132,156,806736
158.1986,Papua New Guinea,1986,7.99223,158,fbaa3c
162.1986,Portugal,1986,62.23876,162,a49519
163.1986,Paraguay,1986,30.10706,163,71a452
164.1986,Pacific island small states,1986,62.72407913,164,ebe9cb
166.1986,Qatar,1986,84.0205,166,83ef3e
169.1986,Rwanda,1986,14.28453,169,7266a1
170.1986,South Asia,1986,23.34485054,170,edef51
173.1986,Senegal,1986,8.93856,173,d8973b
175.1986,Solomon Islands,1986,14.64033,175,ecae78
179.1986,Somalia,1986,7.77554,179,4dfdf1
183.1986,Suriname,1986,68.47596,183,b17fc6
189.1986,Seychelles,1986,110.42216,189,3d2d7b
190.1986,Syrian Arab Republic,1986,45.52164,190,48a9fd
193.1986,Togo,1986,8.95796,193,30949d
198.1986,Tonga,1986,83.20752,198,e8a123
200.1986,Tunisia,1986,32.76699,200,edf404
201.1986,Turkey,1986,31.2384,201,d7153e
203.1986,Tanzania,1986,2.77072,203,7e380b
204.1986,Uganda,1986,7.27479,204,e92904
207.1986,United States,1986,95.3011,207,768685
209.1986,St. Vincent and the Grenadines,1986,42.95496,209,68d122
210.1986,"Venezuela, RB",1986,63.53469,210,6cba5d
218.1986,"Congo, Dem. Rep.",1986,14.19525,218,7c927d
219.1986,Zambia,1986,14.71318,219,dcf25e
220.1986,Zimbabwe,1986,36.05021,220,5922f5
5.1987,Albania,1987,77.01661,5,79b9d2
6.1987,United Arab Emirates,1987,65.97159,6,d115b8
7.1987,Argentina,1987,73.06416,7,354bf9
12.1987,Austria,1987,93.55153,12,593905
14.1987,Burundi,1987,3.04471,14,461758
15.1987,Belgium,1987,101.84949,15,5cb4c9
16.1987,Benin,1987,8.44509,16,373616
18.1987,Bangladesh,1987,12.61807,18,fa6c37
19.1987,Bulgaria,1987,99.92402,19,5c7772
20.1987,Bahrain,1987,92.26188,20,3ae11c
21.1987,"Bahamas, The",1987,97.23408,21,923c8a
23.1987,Belarus,1987,101.43218,23,027a12
24.1987,Belize,1987,61.45703,24,42ab0c
31.1987,Botswana,1987,31.75155,31,180c89
32.1987,Central African Republic,1987,7.27479,32,dba867
33.1987,Canada,1987,98.65322,33,cd6a7b
34.1987,Switzerland,1987,89.99735,34,77dcd8
37.1987,China,1987,30.16784,37,d2eaf2
39.1987,Cameroon,1987,18.67829,39,73a7dd
40.1987,"Congo, Rep.",1987,61.98074,40,c0faa9
41.1987,Colombia,1987,52.42665,41,2f7373
42.1987,Comoros,1987,29.45471,42,e5bb59
43.1987,Cabo Verde,1987,13.70925,43,07dee4
44.1987,Costa Rica,1987,43.09814,44,1bf429
45.1987,Cuba,1987,87.29659,45,c484b1
48.1987,Cyprus,1987,67.38378,48,852add
49.1987,Czech Republic,1987,101.68377,49,1fef42
51.1987,Djibouti,1987,9.18496,51,60a8b0
52.1987,Dominica,1987,85.29854,52,bc1cd4
53.1987,Denmark,1987,107.03285,53,89da12
55.1987,Algeria,1987,43.7474,55,bd6acc
56.1987,Ecuador,1987,60.2144,56,09f199
57.1987,"Egypt, Arab Rep.",1987,50.38094,57,ff11f8
58.1987,Euro area,1987,92.23055267,58,a356c2
60.1987,Spain,1987,105.12966,60,20a8df
63.1987,Finland,1987,114.32826,63,c909b1
64.1987,Fiji,1987,74.7204,64,bbb7ef
65.1987,France,1987,92.07434,65,e3772a
68.1987,Gabon,1987,31.65174,68,a06dcd
69.1987,United Kingdom,1987,84.57836,69,976912
71.1987,Ghana,1987,30.64877,71,317dba
72.1987,Guinea,1987,6.53538,72,b47b54
73.1987,"Gambia, The",1987,9.81895,73,541212
74.1987,Guinea-Bissau,1987,3.06474,74,b07cb9
76.1987,Greece,1987,91.9184,76,4902a4
77.1987,Grenada,1987,89.62496,77,dbf2a2
81.1987,Guyana,1987,83.04499,81,bc88a2
82.1987,"Hong Kong SAR, China",1987,77.46103,82,85a72d
86.1987,Hungary,1987,89.36153,86,f14e46
89.1987,India,1987,25.8126,89,967ce3
90.1987,Ireland,1987,104.45742,90,eb2131
92.1987,Iraq,1987,36.456,92,1aed9e
94.1987,Israel,1987,92.1599,94,4c197d
95.1987,Italy,1987,74.64411,95,ad79ef
96.1987,Jamaica,1987,62.44507,96,5eedd6
97.1987,Jordan,1987,79.64304,97,674027
98.1987,Japan,1987,96.42544,98,fcf29f
100.1987,Kenya,1987,36.3321,100,a84f56
103.1987,Kiribati,1987,30.83123,103,3f57ad
104.1987,St. Kitts and Nevis,1987,73.90999,104,e01fa2
105.1987,"Korea, Rep.",1987,92.84564,105,89088f
107.1987,Kuwait,1987,78.56104,107,93295b
112.1987,St. Lucia,1987,52.89307,112,b17b65
114.1987,Sri Lanka,1987,71.21306,114,197042
115.1987,Lesotho,1987,29.7505,115,93b12b
117.1987,Luxembourg,1987,75.80493,117,507672
121.1987,Morocco,1987,28.3183,121,32e087
126.1987,Mexico,1987,53.86137,126,41937b
128.1987,Middle income,1987,37.68185043,128,bf919c
130.1987,Mali,1987,3.93682,130,daa6a4
131.1987,Malta,1987,79.29864,131,1a591a
132.1987,Myanmar,1987,22.28895,132,928b7c
133.1987,Middle East & North Africa (developing only),1987,41.61668015,133,aaed09
137.1987,Mozambique,1987,3.61715,137,a40a9b
138.1987,Mauritania,1987,8.65405,138,85fa35
139.1987,Mauritius,1987,43.79951,139,26160d
140.1987,Malawi,1987,11.69777,140,0ce65b
141.1987,Malaysia,1987,59.15522,141,ff3ea3
142.1987,North America,1987,95.7525177,142,247ce5
146.1987,Nigeria,1987,23.77259,146,9742d0
147.1987,Nicaragua,1987,42.84954,147,481264
148.1987,Netherlands,1987,113.00326,148,fb61c8
149.1987,Norway,1987,98.2987,149,988455
150.1987,Nepal,1987,15.81603,150,0e1d58
151.1987,New Zealand,1987,84.81581,151,a2238e
152.1987,Oman,1987,21.86328,152,c14c36
153.1987,Pakistan,1987,11.10971,153,82d220
154.1987,Panama,1987,61.9679,154,1e36b3
156.1987,Philippines,1987,67.71801,156,806736
158.1987,Papua New Guinea,1987,8.05705,158,fbaa3c
163.1987,Paraguay,1987,29.66793,163,71a452
164.1987,Pacific island small states,1987,63.25154114,164,ebe9cb
166.1987,Qatar,1987,84.71077,166,83ef3e
169.1987,Rwanda,1987,14.27663,169,7266a1
170.1987,South Asia,1987,23.51145935,170,edef51
183.1987,Suriname,1987,66.51452,183,b17fc6
186.1987,Sweden,1987,90.46656,186,72ddd2
189.1987,Seychelles,1987,112.10811,189,3d2d7b
190.1987,Syrian Arab Republic,1987,46.0446,190,48a9fd
192.1987,Chad,1987,1.78938,192,6c6b1b
193.1987,Togo,1987,8.69604,193,30949d
199.1987,Trinidad and Tobago,1987,85.04201,199,4d206a
200.1987,Tunisia,1987,33.42135,200,edf404
201.1987,Turkey,1987,32.45715,201,d7153e
203.1987,Tanzania,1987,3.06871,203,7e380b
207.1987,United States,1987,95.44652,207,768685
209.1987,St. Vincent and the Grenadines,1987,54.08833,209,68d122
210.1987,"Venezuela, RB",1987,63.52533,210,6cba5d
218.1987,"Congo, Dem. Rep.",1987,14.43483,218,7c927d
220.1987,Zimbabwe,1987,38.50427,220,5922f5
3.1988,Afghanistan,1988,9.01786,3,c69153
5.1988,Albania,1988,77.23483,5,79b9d2
6.1988,United Arab Emirates,1988,65.41148,6,d115b8
7.1988,Argentina,1988,73.73639,7,354bf9
12.1988,Austria,1988,94.77682,12,593905
14.1988,Burundi,1988,3.24976,14,461758
15.1988,Belgium,1988,102.70165,15,5cb4c9
18.1988,Bangladesh,1988,12.84525,18,fa6c37
19.1988,Bulgaria,1988,101.67836,19,5c7772
20.1988,Bahrain,1988,90.44724,20,3ae11c
23.1988,Belarus,1988,100.93724,23,027a12
31.1988,Botswana,1988,31.33391,31,180c89
32.1988,Central African Republic,1988,6.25489,32,dba867
33.1988,Canada,1988,99.04409,33,cd6a7b
34.1988,Switzerland,1988,90.5257,34,77dcd8
37.1988,China,1988,31.45215,37,d2eaf2
39.1988,Cameroon,1988,19.69813,39,73a7dd
40.1988,"Congo, Rep.",1988,58.40435,40,c0faa9
41.1988,Colombia,1988,52.90823,41,2f7373
43.1988,Cabo Verde,1988,16.49722,43,07dee4
44.1988,Costa Rica,1988,42.63216,44,1bf429
45.1988,Cuba,1988,89.61882,45,c484b1
48.1988,Cyprus,1988,63.99436,48,852add
49.1988,Czech Republic,1988,99.29803,49,1fef42
51.1988,Djibouti,1988,8.81321,51,60a8b0
