CountryName,Year,Value,hash
Luxembourg,1980,33.819,507672
United Kingdom,1988,33.828,976912
France,1968,33.831,e3772a
Czech Republic,2012,33.833,1fef42
Luxembourg,1990,33.843,507672
Germany,2004,33.86,17d53e
Germany,2005,33.87,17d53e
Poland,2006,33.877,5ff03b
Germany,1969,33.88,17d53e
New Zealand,1997,33.933,a2238e
Ireland,1983,33.938,eb2131
United Kingdom,1976,33.954,976912
United Kingdom,2008,33.97,976912
United Kingdom,1987,33.972,976912
Estonia,1998,33.975,f0a96d
Italy,1986,34.006,ad79ef
Poland,1991,34.028,5ff03b
Finland,1973,34.035,c909b1
New Zealand,2007,34.04,a2238e
Czech Republic,2006,34.071,1fef42
Greece,1996,34.078,4902a4
United Kingdom,2007,34.079,976912
Italy,1987,34.096,ad79ef
New Zealand,2004,34.137,a2238e
United Kingdom,1975,34.174,976912
Israel,2002,34.178,4c197d
Austria,1967,34.183,593905
Belgium,1968,34.198,5cb4c9
Estonia,1996,34.213,f0a96d
Estonia,1997,34.229,f0a96d
Austria,1968,34.231,593905
Israel,1999,34.257,4c197d
Czech Republic,2013,34.257,1fef42
Iceland,2002,34.258,b3c92e
Norway,1970,34.26,988455
Belgium,1972,34.276,5cb4c9
Austria,1966,34.283,593905
Spain,2004,34.283,20a8df
Czech Republic,2007,34.285,1fef42
Germany,1975,34.312,17d53e
Canada,1989,34.314,cd6a7b
Israel,2007,34.316,4c197d
Canada,2001,34.332,cd6a7b
New Zealand,1991,34.342,a2238e
Austria,1971,34.343,593905
Czech Republic,2003,34.37,1fef42
Belgium,1969,34.374,5cb4c9
Luxembourg,1988,34.378,507672
Germany,2002,34.384,17d53e
Ireland,1986,34.39,eb2131
Ireland,1994,34.4,eb2131
Iceland,2011,34.403,b3c92e
Israel,1998,34.411,4c197d
Greece,2013,34.425,4902a4
Belgium,1971,34.428,5cb4c9
Iceland,2001,34.429,b3c92e
Israel,2006,34.431,4c197d
France,1969,34.439,e3772a
Portugal,2014,34.439,a49519
United Kingdom,2006,34.442,976912
Poland,2008,34.451,5ff03b
United Kingdom,1999,34.487,976912
Germany,2006,34.489,17d53e
Portugal,2013,34.506,a49519
United Kingdom,1981,34.517,976912
Czech Republic,2005,34.525,1fef42
New Zealand,1987,34.542,a2238e
Greece,2012,34.545,4902a4
Canada,1994,34.549,cd6a7b
Ireland,1987,34.564,eb2131
Norway,1969,34.596,988455
Luxembourg,1977,34.605,507672
Netherlands,2003,34.606,fb61c8
Germany,2003,34.611,17d53e
Luxembourg,1993,34.625,507672
Italy,1988,34.637,ad79ef
United Kingdom,1969,34.664,976912
United Kingdom,2000,34.673,976912
Canada,1993,34.678,cd6a7b
Austria,1969,34.684,593905
Ireland,1984,34.695,eb2131
United Kingdom,2001,34.71,976912
Luxembourg,1981,34.735,507672
Czech Republic,2004,34.738,1fef42
Austria,1972,34.762,593905
Poland,2007,34.762,5ff03b
New Zealand,1992,34.763,a2238e
Netherlands,1971,34.78,fb61c8
Germany,1990,34.803,17d53e
Netherlands,2004,34.82,fb61c8
Sweden,1968,34.822,72ddd2
Israel,1996,34.822,4c197d
Slovak Republic,1999,34.823,36d711
Czech Republic,1995,34.851,1fef42
New Zealand,1993,34.87,a2238e
Germany,1974,34.874,17d53e
Canada,1995,34.874,cd6a7b
Israel,2001,34.883,4c197d
Germany,2007,34.889,17d53e
France,1975,34.896,e3772a
Canada,2000,34.909,cd6a7b
Estonia,2009,34.911,f0a96d
Israel,2000,34.93,4c197d
Austria,1973,34.933,593905
Luxembourg,1994,34.948,507672
Germany,2010,34.979,17d53e
Germany,1973,35.006,17d53e
Germany,1991,35.006,17d53e
Germany,2001,35.009,17d53e
United Kingdom,1970,35.041,976912
United Kingdom,1985,35.069,976912
United Kingdom,1983,35.091,976912
Finland,1979,35.103,c909b1
Iceland,2008,35.119,b3c92e
Canada,1996,35.139,cd6a7b
Netherlands,2002,35.165,fb61c8
Luxembourg,1995,35.17,507672
Poland,1999,35.172,5ff03b
Iceland,2012,35.189,b3c92e
United Kingdom,1984,35.19,976912
Luxembourg,1978,35.235,507672
Germany,1997,35.243,17d53e
Germany,1976,35.286,17d53e
Canada,1992,35.303,cd6a7b
Spain,2005,35.308,20a8df
Finland,1980,35.315,c909b1
Canada,1990,35.315,cd6a7b
New Zealand,2006,35.376,a2238e
Belgium,1973,35.386,5cb4c9
Germany,2008,35.406,17d53e
New Zealand,1994,35.435,a2238e
Netherlands,2009,35.435,fb61c8
Israel,1995,35.47,4c197d
Germany,1998,35.472,17d53e
Luxembourg,1986,35.482,507672
Poland,1998,35.493,5ff03b
United Kingdom,1986,35.517,976912
Germany,1982,35.541,17d53e
New Zealand,1995,35.561,a2238e
Germany,1983,35.565,17d53e
Italy,1989,35.57,ad79ef
Germany,1996,35.574,17d53e
Israel,1997,35.582,4c197d
Iceland,2003,35.592,b3c92e
Luxembourg,1996,35.62,507672
Sweden,1970,35.663,72ddd2
Luxembourg,1987,35.678,507672
Germany,2011,35.697,17d53e
Germany,1984,35.713,17d53e
Netherlands,2001,35.717,fb61c8
Canada,1999,35.72,cd6a7b
Sweden,1969,35.725,72ddd2
Ireland,1988,35.725,eb2131
Canada,1991,35.766,cd6a7b
Germany,1986,35.827,17d53e
Germany,1993,35.828,17d53e
Czech Republic,1994,35.842,1fef42
Germany,1981,35.858,17d53e
Netherlands,2011,35.86,fb61c8
Netherlands,1972,35.873,fb61c8
Canada,1998,35.889,cd6a7b
Luxembourg,1982,35.89,507672
Germany,1992,35.9,17d53e
Greece,2014,35.904,4902a4
Austria,1974,35.911,593905
Canada,1997,35.931,cd6a7b
Iceland,2013,35.948,b3c92e
Germany,1988,35.95,17d53e
New Zealand,2005,35.969,a2238e
Iceland,1999,36.043,b3c92e
Netherlands,2007,36.057,fb61c8
Netherlands,2012,36.063,fb61c8
Finland,1983,36.065,c909b1
Slovak Republic,1998,36.066,36d711
Netherlands,2005,36.067,fb61c8
Germany,1985,36.084,17d53e
Germany,2009,36.089,17d53e
Spain,2006,36.105,20a8df
Finland,1975,36.113,c909b1
Germany,2014,36.133,17d53e
Slovenia,1997,36.145,d1aa05
Germany,1999,36.159,17d53e
Netherlands,2010,36.159,fb61c8
Germany,1994,36.171,17d53e
New Zealand,1990,36.175,a2238e
Poland,1992,36.178,5ff03b
Iceland,2000,36.187,b3c92e
Slovenia,2009,36.212,d1aa05
Estonia,1995,36.22,f0a96d
Germany,1989,36.229,17d53e
Germany,1995,36.23,17d53e
Germany,2000,36.242,17d53e
Luxembourg,2006,36.258,507672
Belgium,1974,36.268,5cb4c9
Poland,1997,36.279,5ff03b
Germany,1987,36.288,17d53e
Netherlands,1998,36.289,fb61c8
Austria,1976,36.292,593905
Luxembourg,1999,36.357,507672
Netherlands,2006,36.368,fb61c8
Germany,1979,36.376,17d53e
Italy,1990,36.377,ad79ef
Germany,2012,36.381,17d53e
Slovenia,2008,36.388,d1aa05
Sweden,1971,36.399,72ddd2
Luxembourg,1984,36.411,507672
Finland,1982,36.42,c909b1
Austria,1975,36.423,593905
Germany,1980,36.429,17d53e
Poland,1994,36.437,5ff03b
Netherlands,2008,36.45,fb61c8
Slovak Republic,1997,36.469,36d711
Finland,1978,36.478,c909b1
Slovenia,2011,36.503,d1aa05
Germany,2013,36.525,17d53e
Spain,2007,36.53,20a8df
Hungary,2011,36.547,f14e46
Slovenia,2014,36.554,d1aa05
Iceland,2004,36.56,b3c92e
Luxembourg,2007,36.569,507672
Slovenia,2000,36.629,d1aa05
Austria,1977,36.637,593905
Germany,1977,36.657,17d53e
Germany,1978,36.662,17d53e
Netherlands,2013,36.68,fb61c8
France,1978,36.691,e3772a
United Kingdom,1982,36.712,976912
France,1976,36.731,e3772a
Hungary,2006,36.731,f14e46
France,1977,36.735,e3772a
Norway,1971,36.736,988455
Italy,1991,36.773,ad79ef
Poland,1996,36.775,5ff03b
Slovenia,2013,36.785,d1aa05
Hungary,2005,36.79,f14e46
Slovenia,2001,36.822,d1aa05
New Zealand,1989,36.831,a2238e
Slovenia,2012,36.84,d1aa05
Netherlands,2000,36.842,fb61c8
Netherlands,1973,36.856,fb61c8
Sweden,1973,36.903,72ddd2
Slovenia,1998,36.924,d1aa05
Slovenia,2010,36.931,d1aa05
Denmark,1975,36.989,89da12
Luxembourg,2004,37.006,507672
Slovenia,2007,37.066,d1aa05
Luxembourg,2000,37.077,507672
Czech Republic,1993,37.108,1fef42
Slovenia,2002,37.162,d1aa05
Luxembourg,2008,37.189,507672
Hungary,2004,37.207,f14e46
Netherlands,1999,37.229,fb61c8
Slovenia,1996,37.238,d1aa05
Netherlands,1974,37.266,fb61c8
Finland,1981,37.268,c909b1
Slovenia,1999,37.287,d1aa05
Luxembourg,1997,37.289,507672
Hungary,2010,37.312,f14e46
Denmark,1970,37.324,89da12
Slovenia,2003,37.335,d1aa05
Luxembourg,1998,37.357,507672
Hungary,2003,37.375,f14e46
Luxembourg,1985,37.419,507672
Hungary,2002,37.43,f14e46
Slovenia,2004,37.432,d1aa05
Finland,1984,37.553,c909b1
Hungary,1998,37.62,f14e46
Slovenia,2006,37.646,d1aa05
Sweden,1972,37.647,72ddd2
Poland,1995,37.736,5ff03b
Luxembourg,2014,37.789,507672
Hungary,2001,37.807,f14e46
Luxembourg,1983,37.842,507672
Luxembourg,2011,37.869,507672
Denmark,1976,37.922,89da12
Hungary,1997,37.925,f14e46
Slovenia,2005,37.953,d1aa05
Sweden,1974,37.968,72ddd2
Luxembourg,2002,38.016,507672
Luxembourg,2010,38.06,507672
Luxembourg,2003,38.075,507672
France,1979,38.093,e3772a
Netherlands,1976,38.095,fb61c8
Luxembourg,2001,38.115,507672
Austria,1979,38.187,593905
Austria,1983,38.206,593905
Netherlands,1975,38.208,fb61c8
Netherlands,1997,38.258,fb61c8
Luxembourg,2005,38.277,507672
Denmark,1977,38.314,89da12
Netherlands,1996,38.335,fb61c8
Slovenia,1995,38.36,d1aa05
Hungary,1999,38.361,f14e46
Hungary,2013,38.372,f14e46
Luxembourg,2013,38.425,507672
Hungary,2014,38.479,f14e46
Austria,1982,38.516,593905
Italy,1995,38.569,ad79ef
Hungary,2012,38.591,f14e46
Norway,1972,38.594,988455
Norway,1974,38.613,988455
Slovak Republic,1996,38.642,36d711
Norway,1993,38.657,988455
Austria,1980,38.666,593905
Iceland,2014,38.669,b3c92e
Hungary,2000,38.67,f14e46
Italy,1994,38.695,ad79ef
Iceland,2007,38.708,b3c92e
Finland,1987,38.747,c909b1
Luxembourg,2012,38.761,507672
Austria,1978,38.783,593905
Belgium,1975,38.794,5cb4c9
Norway,1975,38.828,988455
Denmark,1973,38.86,89da12
Netherlands,1995,38.891,fb61c8
Sweden,1975,38.895,72ddd2
Netherlands,1977,38.932,fb61c8
Norway,1973,38.986,988455
Belgium,1976,38.993,5cb4c9
Luxembourg,2009,39.006,507672
Hungary,2009,39.019,f14e46
Italy,1992,39.036,ad79ef
Austria,1989,39.039,593905
Norway,2014,39.073,988455
Italy,2005,39.131,ad79ef
Finland,1985,39.14,c909b1
Poland,1993,39.217,5ff03b
Italy,2004,39.314,ad79ef
Austria,1990,39.382,593905
France,1980,39.402,e3772a
Netherlands,1981,39.421,fb61c8
Iceland,2005,39.445,b3c92e
Denmark,1978,39.453,89da12
Netherlands,1984,39.468,fb61c8
France,1981,39.503,e3772a
Denmark,1972,39.509,89da12
Hungary,2008,39.531,f14e46
Norway,1992,39.532,988455
Netherlands,1978,39.559,fb61c8
Slovak Republic,1995,39.562,36d711
Finland,1976,39.598,c909b1
Hungary,1996,39.599,f14e46
Hungary,2007,39.602,f14e46
Italy,2002,39.734,ad79ef
Norway,1989,39.742,988455
Austria,1981,39.743,593905
Netherlands,1985,39.792,fb61c8
Finland,1977,39.801,c909b1
Austria,1991,39.844,593905
Denmark,1982,39.852,89da12
Austria,1984,39.87,593905
Norway,1994,39.952,988455
Netherlands,1979,39.966,fb61c8
Denmark,1971,39.994,89da12
Norway,1996,40.011,988455
Italy,1998,40.023,ad79ef
Norway,1995,40.037,988455
Italy,2003,40.05,ad79ef
Austria,1987,40.055,593905
Austria,1988,40.057,593905
Netherlands,1982,40.081,fb61c8
Netherlands,1989,40.204,fb61c8
Netherlands,1990,40.211,fb61c8
Norway,1976,40.224,988455
Netherlands,1994,40.247,fb61c8
Italy,1996,40.247,ad79ef
Norway,1990,40.249,988455
Finland,1986,40.259,c909b1
Netherlands,1980,40.261,fb61c8
France,1982,40.265,e3772a
Italy,2001,40.281,ad79ef
Norway,1979,40.306,988455
Norway,1991,40.368,988455
Austria,2006,40.368,593905
Iceland,2006,40.396,b3c92e
Netherlands,1986,40.416,fb61c8
Norway,1978,40.436,988455
Austria,1986,40.437,593905
Denmark,1979,40.478,89da12
Norway,2013,40.496,988455
Norway,1984,40.528,988455
Austria,1985,40.534,593905
Austria,2007,40.541,593905
Italy,2006,40.555,ad79ef
Belgium,1980,40.571,5cb4c9
Italy,2000,40.58,ad79ef
Italy,1993,40.624,ad79ef
Denmark,1974,40.674,89da12
Norway,1997,40.695,988455
France,1983,40.749,e3772a
Finland,2010,40.788,c909b1
Belgium,1989,40.801,5cb4c9
Austria,2010,40.833,593905
Belgium,1981,40.834,5cb4c9
Italy,1999,40.89,ad79ef
Belgium,1977,40.908,5cb4c9
Austria,2005,40.933,593905
Finland,2009,40.934,c909b1
France,1992,40.941,e3772a
Norway,1977,40.957,988455
France,1989,40.961,e3772a
Austria,2009,40.966,593905
France,1990,40.975,e3772a
Hungary,1995,40.999,f14e46
Austria,2011,41.022,593905
Belgium,1992,41.024,5cb4c9
Denmark,1981,41.029,89da12
Austria,1995,41.06,593905
Norway,2009,41.172,988455
Netherlands,1983,41.173,fb61c8
Finland,2008,41.207,c909b1
Belgium,1990,41.236,5cb4c9
France,1988,41.241,e3772a
Norway,1983,41.282,988455
Denmark,1980,41.308,89da12
France,2009,41.323,e3772a
France,1991,41.347,e3772a
Austria,1992,41.382,593905
Austria,2008,41.401,593905
Norway,1988,41.436,988455
Belgium,1991,41.45,5cb4c9
Norway,2008,41.453,988455
Denmark,1983,41.47,89da12
Belgium,1978,41.484,5cb4c9
Finland,2007,41.508,c909b1
Norway,2012,41.516,988455
Austria,1994,41.521,593905
Finland,1989,41.54,c909b1
France,1986,41.544,e3772a
France,2010,41.577,e3772a
Norway,1998,41.58,988455
Norway,2003,41.602,988455
Italy,2008,41.608,ad79ef
Italy,1997,41.653,ad79ef
Austria,2012,41.678,593905
Italy,2007,41.681,ad79ef
France,1984,41.767,e3772a
Austria,1993,41.789,593905
Finland,2004,41.822,c909b1
Austria,2004,41.832,593905
Italy,2010,41.838,ad79ef
Norway,1999,41.86,988455
Norway,1985,41.867,988455
Italy,2011,41.883,ad79ef
Norway,2000,41.885,988455
France,1985,41.886,e3772a
Norway,1987,41.891,988455
France,1995,41.896,e3772a
Norway,2010,41.91,988455
Netherlands,1992,41.924,fb61c8
Norway,1980,41.944,988455
Finland,1988,41.951,c909b1
Finland,2011,42.033,c909b1
France,2003,42.043,e3772a
Norway,2011,42.047,988455
Belgium,1982,42.048,5cb4c9
Italy,2009,42.06,ad79ef
France,1987,42.065,e3772a
Norway,2001,42.093,988455
Finland,2005,42.114,c909b1
Austria,2000,42.117,593905
Netherlands,1993,42.119,fb61c8
France,1993,42.121,e3772a
France,2002,42.133,e3772a
Norway,2007,42.137,988455
Belgium,2009,42.145,5cb4c9
Finland,2006,42.154,c909b1
France,2004,42.179,e3772a
France,2008,42.184,e3772a
Belgium,1979,42.236,5cb4c9
France,1994,42.243,e3772a
Netherlands,1991,42.267,fb61c8
Norway,2002,42.322,988455
Austria,2003,42.341,593905
Norway,2004,42.349,988455
France,2007,42.386,e3772a
Finland,2003,42.388,c909b1
Belgium,2010,42.423,5cb4c9
Austria,1996,42.432,593905
Belgium,1993,42.47,5cb4c9
Austria,2013,42.485,593905
Sweden,2011,42.507,72ddd2
Austria,2002,42.519,593905
Norway,2005,42.552,988455
Norway,1982,42.553,988455
Sweden,2012,42.56,72ddd2
Belgium,2007,42.586,5cb4c9
Belgium,1995,42.596,5cb4c9
Denmark,1984,42.606,89da12
Belgium,1988,42.613,5cb4c9
Netherlands,1988,42.625,fb61c8
Netherlands,1987,42.666,fb61c8
Finland,2012,42.679,c909b1
France,2001,42.691,e3772a
Sweden,2014,42.696,72ddd2
Sweden,1976,42.718,72ddd2
Belgium,1983,42.747,5cb4c9
Belgium,1994,42.75,5cb4c9
Belgium,2006,42.777,5cb4c9
France,2005,42.781,e3772a
Norway,2006,42.794,988455
Sweden,2013,42.846,72ddd2
France,2011,42.863,e3772a
Austria,1999,42.886,593905
Finland,1990,42.907,c909b1
Belgium,2011,42.959,5cb4c9
Hungary,1994,42.975,f14e46
Austria,2014,42.995,593905
Belgium,1996,43.025,5cb4c9
Belgium,2008,43.036,5cb4c9
France,1996,43.039,e3772a
France,2000,43.05,e3772a
France,1998,43.087,e3772a
France,2006,43.09,e3772a
Belgium,2003,43.102,5cb4c9
Belgium,2005,43.107,5cb4c9
Finland,2001,43.171,c909b1
Belgium,2004,43.175,5cb4c9
Sweden,2010,43.223,72ddd2
Austria,1997,43.236,593905
Austria,1998,43.252,593905
France,1997,43.261,e3772a
Belgium,1986,43.296,5cb4c9
Finland,2002,43.333,c909b1
Norway,1981,43.361,988455
Belgium,1984,43.462,5cb4c9
Belgium,2001,43.467,5cb4c9
Finland,1993,43.478,c909b1
Belgium,1997,43.49,5cb4c9
Belgium,1985,43.548,5cb4c9
Belgium,2000,43.56,5cb4c9
Belgium,2002,43.622,5cb4c9
Italy,2014,43.636,ad79ef
Norway,1986,43.641,988455
Austria,2001,43.726,593905
Finland,2013,43.744,c909b1
Sweden,1980,43.748,72ddd2
Finland,2014,43.853,c909b1
France,1999,43.854,e3772a
Denmark,1991,43.859,89da12
Italy,2012,43.875,ad79ef
Italy,2013,43.88,ad79ef
Denmark,1985,43.893,89da12
Belgium,1999,43.902,5cb4c9
Sweden,1979,43.92,72ddd2
Belgium,1987,43.925,5cb4c9
Finland,1992,43.966,c909b1
Belgium,2012,43.992,5cb4c9
Sweden,2008,44.005,72ddd2
Sweden,1982,44.041,72ddd2
Sweden,2009,44.084,72ddd2
France,2012,44.127,e3772a
Belgium,1998,44.137,5cb4c9
Denmark,1992,44.201,89da12
Finland,1999,44.258,c909b1
Sweden,1984,44.319,72ddd2
Sweden,1993,44.357,72ddd2
Denmark,1990,44.446,89da12
Finland,1991,44.449,c909b1
Finland,1995,44.496,c909b1
Sweden,1994,44.593,72ddd2
Hungary,1992,44.603,f14e46
Belgium,2014,44.657,5cb4c9
Belgium,2013,44.663,5cb4c9
Sweden,1983,44.706,72ddd2
Sweden,1977,44.733,72ddd2
Sweden,1985,44.777,72ddd2
Finland,1998,44.827,c909b1
Denmark,2008,44.863,89da12
Hungary,1991,44.872,f14e46
Finland,1997,44.966,c909b1
Sweden,2007,44.969,72ddd2
Sweden,1981,45.013,72ddd2
France,2013,45.032,e3772a
Sweden,1992,45.043,72ddd2
Sweden,1978,45.091,72ddd2
Denmark,2009,45.171,89da12
Sweden,2002,45.174,72ddd2
France,2014,45.216,e3772a
Denmark,2010,45.323,89da12
Denmark,2011,45.376,89da12
Denmark,2002,45.405,89da12
Hungary,1993,45.451,f14e46
Sweden,2003,45.46,72ddd2
Finland,1994,45.508,c909b1
Denmark,1993,45.536,89da12
Denmark,2003,45.583,89da12
Sweden,1995,45.619,72ddd2
Sweden,2004,45.649,72ddd2
Finland,1996,45.7,c909b1
Finland,2000,45.82,c909b1
Denmark,2001,45.919,89da12
Denmark,1986,45.952,89da12
Denmark,1989,45.959,89da12
Sweden,2006,45.967,72ddd2
Denmark,2012,46.392,89da12
Denmark,2007,46.414,89da12
Denmark,2004,46.417,89da12
Denmark,2006,46.449,89da12
Denmark,1995,46.499,89da12
Denmark,1994,46.534,89da12
Denmark,1987,46.563,89da12
Sweden,2005,46.612,72ddd2
Denmark,1996,46.713,89da12
Denmark,1997,46.727,89da12
Sweden,2001,46.832,72ddd2
Denmark,2000,46.875,89da12
Sweden,1986,47.025,72ddd2
Denmark,1988,47.105,89da12
Denmark,1998,47.298,89da12
Sweden,1996,47.372,72ddd2
Sweden,1991,47.524,72ddd2
Denmark,2013,47.6,89da12
Denmark,1999,47.875,89da12
Denmark,2005,47.988,89da12
Sweden,1997,48.321,72ddd2
Sweden,1998,48.426,72ddd2
Sweden,1999,48.804,72ddd2
Sweden,1988,48.83,72ddd2
Sweden,2000,48.984,72ddd2
Sweden,1989,49.345,72ddd2
Sweden,1990,49.475,72ddd2
Sweden,1987,49.536,72ddd2
Denmark,2014,50.882,89da12
